"Country","Year","00-04","05-09","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80+","child","young","old","young_1564","old_65","total","dep","dep_65"
"Australia",1950,888.742,702.783,583.688,552.182,638.525,672.887,614.46,620.471,549.312,483.468,438.614,407.854,356.437,267.031,184.559,115.257,101.072,2727.395,4425.591,1024.356,5334.21,667.919,8177.342,0.231461967452483,0.125214230410876
"Australia",1951,926.831,747.222,610.138,558.008,636.346,689.828,632.944,631.833,570.502,496.442,444.812,411.163,363.534,277.016,190.758,119.559,105.668,2842.199,4513.87,1056.535,5435.412,693.001,8412.604,0.234064117929847,0.127497418778926
"Australia",1952,944.591,795.36,637.957,567.819,627.745,700.969,657.215,635.999,593.127,510.039,451.35,413.518,368.659,287.312,196.764,123.552,108.994,2945.727,4589.962,1085.281,5526.44,716.622,8620.97,0.23644661981951,0.129671542620566
"Australia",1953,959.13,845.793,667.153,580.923,614.898,705.908,684.143,635.978,614.899,524.385,458.174,415.258,372.116,297.105,202.94,126.996,111.103,3052.999,4653.643,1110.26,5606.682,738.144,8816.902,0.238578679112257,0.131654336736059
"Australia",1954,975.648,895.502,699.689,596.32,602.675,705.446,708.692,638.305,632.963,540.199,465.937,417.346,374.77,305.695,209.782,130.183,112.038,3167.159,4711.563,1132.468,5682.653,757.698,9011.19,0.240359303271547,0.133335257317313
"Australia",1955,993.481,940.095,738.07,613.986,595.093,700.597,727.788,647.872,646.01,558.11,475.58,420.701,377.442,313.025,217.583,133.721,111.754,3285.632,4771.751,1153.525,5763.179,776.083,9210.908,0.24174040095554,0.134662310506059
"Australia",1956,995.525,978.308,784.325,642.23,600.075,691.593,740.627,663.64,652.659,577.104,487.318,425.377,379.417,318.821,225.315,139.124,117.81,3400.388,4838.393,1180.487,5860.04,801.07,9419.268,0.243983281225812,0.136700432078962
"Australia",1957,1015.825,1003.927,834.88,670.234,611.68,678.738,747.835,686.425,652.507,597.81,500.101,430.898,381.204,323.262,233.679,144.12,122.703,3524.866,4905.994,1204.968,5957.432,823.764,9635.828,0.245611388843933,0.138275015140752
"Australia",1958,1045.028,1017.269,888.734,698.95,628.914,665.895,750.019,713.24,649.884,618.553,514.37,437.709,383.602,326.818,242.613,148.683,126.668,3649.981,4978.584,1228.384,6061.136,844.782,9856.949,0.246733609395764,0.139376842888858
"Australia",1959,1073.489,1023.64,939.743,731.039,649.237,657.539,748.251,738.166,651.353,636.084,530.429,446.219,387.151,330.102,251.28,153.335,129.684,3767.911,5057.278,1251.552,6175.468,864.401,10076.741,0.247475420572094,0.13997335910412
"Australia",1960,1094.209,1031.755,980.56,768.552,670.415,655.808,743.468,756.912,660.697,648.182,548.115,456.526,391.895,333.532,258.86,158.77,131.451,3875.076,5140.123,1274.508,6300.57,882.613,10289.707,0.247952821362446,0.140084627263882
"Australia",1961,1121.671,1044.885,1009.183,815.792,692.447,655.876,731.916,766.637,674.447,651.734,565.331,466.324,395.173,334.747,262.531,166.026,138.835,3991.531,5204.712,1297.312,6415.677,902.139,10493.555,0.249257211542156,0.14061477845596
"Australia",1962,1136.664,1062.134,1027.144,869.361,716.039,663.809,717.269,771.34,696.08,649.393,584.635,477.929,399.604,336.545,265.252,173.562,144.929,4095.303,5276.494,1319.892,6545.459,920.288,10691.689,0.250145645953544,0.140599459869812
"Australia",1963,1143.154,1084.444,1038.401,924.381,742.955,678.96,702.792,771.865,722.163,645.702,604.054,491.704,405.667,339.328,268.04,180.454,150.206,4190.38,5360.195,1343.695,6690.243,938.028,10894.27,0.250680245774641,0.140208360144766
"Australia",1964,1149.863,1110,1049.982,973.826,776.296,699.134,693.168,769.65,746.909,647.398,620.666,507.969,414.062,343.533,271.625,186.134,154.996,4283.671,5461.19,1370.35,6849.078,956.288,11115.211,0.250925164661914,0.139622880627144
"Australia",1965,1163.443,1134.722,1067.383,1013.993,817.592,722.638,691.615,765.889,766.715,658.402,633.091,526.694,425.306,349.459,276.244,190.954,159.173,4379.541,5582.636,1401.136,7021.935,975.83,11363.313,0.250981077756099,0.138968816999873
"Australia",1966,1178.747,1167.561,1088.645,1058.166,873.011,749.877,696.915,761.613,783.257,675.725,638.082,544.586,435.95,352.649,276.894,193.164,168.609,4493.119,5723.066,1427.266,7217.182,991.316,11643.451,0.249388352327232,0.137354995343058
"Australia",1967,1195.334,1199.179,1119.471,1086.437,941.499,780.344,711.777,753.838,797.047,703.247,638.852,565.105,449.523,357.869,278.618,195.098,176.119,4600.421,5891.709,1457.227,7427.669,1007.704,11949.357,0.247335195950784,0.135668942705982
"Australia",1968,1213.387,1225.26,1160.663,1098.785,1016.831,814.797,734.532,743.996,806.901,736.374,638.66,585.277,465.26,364.935,281.53,196.805,181.094,4698.095,6077.368,1489.624,7641.413,1024.364,12265.087,0.24511005422084,0.134054264571225
"Australia",1969,1230.294,1244.221,1205.015,1104.315,1085.554,856.07,761.039,736.017,811.591,767.496,642.935,601.196,482.068,373.755,285.472,198.284,182.978,4783.845,6261.898,1522.557,7848.281,1040.489,12568.3,0.243146247351841,0.132575400906262
"Australia",1970,1242.501,1257.327,1243.195,1114.111,1135.724,906.124,788.149,733.519,810.271,791.449,654.927,610.988,498.882,384.21,290.243,199.74,181.547,4857.134,6431.151,1554.622,8044.144,1055.74,12842.907,0.241733089457859,0.131243299473505
"Australia",1971,1252.566,1264.263,1259.756,1140.912,1156.491,958.373,814.113,738.966,798.138,803.833,674.311,617.91,515.519,396.404,295.429,205.663,191.51,4917.497,6562.135,1604.525,8218.566,1089.006,13084.157,0.244512647179615,0.13250559769186
"Australia",1972,1266.933,1265.631,1268.246,1171.888,1159.08,1016.945,837.411,752.122,780.626,808.625,698.46,618.476,532.797,408.686,301.038,210.072,199.836,4972.698,6671.745,1652.429,8376.43,1119.632,13296.872,0.247675683048438,0.133664580256744
"Australia",1973,1279.122,1261.62,1274.32,1200.376,1154.045,1074.896,861.33,771.096,762.835,807.328,723.74,616.959,549.736,420.952,308.392,212.911,206.78,5015.438,6772.229,1698.771,8522.341,1149.035,13486.438,0.250843703011224,0.134826217350374
"Australia",1974,1281.311,1254.759,1281.112,1221.286,1154.433,1122.849,891.409,792.743,751.257,802.093,745.183,619.717,564.357,434,318.053,215.314,212.172,5038.468,6879.684,1743.896,8665.327,1179.539,13662.048,0.253484898434289,0.136121695118949
"Australia",1975,1271.014,1247.87,1287.32,1235.428,1165.029,1156.535,930.431,815.165,749.307,794.642,760.271,630.002,575.42,448.725,329.557,218.916,215.574,5041.632,7001.382,1788.192,8812.23,1212.772,13831.206,0.255405575642066,0.137623734287462
"Australia",1976,1276.436,1247.177,1286.064,1253.986,1179.129,1177.883,973.639,829.441,748.669,781.628,769.372,643.359,579.291,461.954,337.122,223.669,225.804,5063.663,7103.12,1827.84,8936.397,1248.549,13994.623,0.257329173658899,0.139715032803489
"Australia",1977,1247.8,1256.001,1281.58,1272.811,1200.532,1188.231,1029.026,845.862,756.377,766.401,775.206,664.399,579.527,478.86,345.681,229.943,233.828,5058.192,7226.034,1867.839,9078.372,1288.312,14152.065,0.258487435846552,0.14191002527766
"Australia",1978,1200.115,1272.464,1275.37,1289.539,1225.853,1192.508,1089.158,867.199,769.747,751.705,777.21,689.262,579.01,497.21,355.841,237.16,239.947,5037.488,7362.642,1909.168,9231.191,1330.158,14309.298,0.2593047441394,0.144093866111101
"Australia",1979,1156.807,1289.391,1271.395,1301.147,1250.012,1198.506,1142.598,897.079,785.169,741.083,775.041,711.827,582.453,513.39,368.176,244.79,244.378,5018.74,7501.315,1953.187,9384.915,1370.734,14473.242,0.260379280166211,0.146057156617828
"Australia",1980,1133.824,1296.753,1274.05,1306.797,1270.256,1210.801,1182.788,937.061,801.427,736.59,769.207,728.401,592.691,525.373,382.89,252.954,247.251,5011.424,7636.531,2001.159,9536.019,1408.468,14649.114,0.262050792434418,0.147699789608221
"Australia",1981,1095.816,1294.217,1285.078,1312.028,1291.961,1228.009,1214.623,989.737,824.329,740.106,762.15,741.706,608.366,531.046,397.932,261.861,259.529,4987.139,7792.621,2058.734,9713.015,1450.368,14838.494,0.264190187101362,0.149322120886254
"Australia",1982,1099.709,1275.149,1301.047,1308.978,1310.614,1248.251,1230.2,1051.74,847.539,749.763,750.721,749.701,630.418,531.601,414.976,270.772,269.886,4984.883,7938.529,2117.653,9877.925,1487.235,15041.065,0.266756347429102,0.150561479258043
"Australia",1983,1132.496,1241.611,1320.525,1302.482,1325.976,1271.409,1235.474,1117.492,874.188,765.135,738.619,753.012,656.098,531.053,432.6,280.487,278.701,4997.114,8081.305,2178.939,10039.885,1522.841,15257.358,0.269627120867236,0.151679127798775
"Australia",1984,1170.271,1204.149,1336.343,1300.29,1338.235,1295.908,1241.514,1177.739,909.736,784.952,731.035,753.27,680.873,535.584,448.511,292.209,286.595,5011.053,8232.389,2243.772,10213.552,1562.899,15487.214,0.272554175950626,0.153022082817026
"Australia",1985,1197.231,1177.933,1339.896,1306.73,1347.276,1319.708,1255.275,1225.856,957.095,808.211,730.915,751.603,701.47,548.572,461.366,306.543,293.963,5021.79,8395.939,2311.914,10404.139,1610.444,15729.643,0.275360981064774,0.154788781656992
"Australia",1986,1243.803,1168.804,1328.687,1320.912,1354.37,1344.242,1274.892,1255.891,1010.906,831.458,735.186,745.356,712.754,564.459,465.303,319.861,309.28,5062.206,8552.301,2371.657,10585.967,1658.903,15986.164,0.277312152600803,0.156707743373846
"Australia",1987,1262.788,1177.665,1307.205,1345.775,1356.773,1370.121,1303.515,1274.413,1077.42,857.428,748.113,737.529,722.14,587.983,467.021,335.486,323.56,5093.433,8725.312,2436.19,10793.227,1714.05,16254.935,0.279209499900978,0.158807926489455
"Australia",1988,1262.149,1203.158,1278.881,1373.769,1356.23,1394.265,1337.387,1285.905,1148.639,887.73,767.713,729.486,729.307,614.758,469.762,351.303,336.988,5117.957,8907.355,2502.118,11010.431,1772.811,16527.43,0.280904713015255,0.161011953119728
"Australia",1989,1258.259,1236.048,1253.288,1392.21,1356.762,1412.374,1370.095,1298.04,1211.733,925.336,790.175,724.083,733.284,638.925,477.409,364.565,349.708,5139.805,9088.598,2563.891,11214.092,1830.607,16792.294,0.282099725392189,0.16324166058206
"Australia",1990,1261.641,1262.568,1240.073,1393.832,1361.55,1422.095,1397.57,1315.769,1259,971.8,813.173,723.786,733.362,657.537,491.439,374.439,361.797,5158.114,9264.743,2618.574,11391.937,1885.212,17041.431,0.282638600984399,0.165486519105574
"Australia",1991,1259.971,1279.74,1239.821,1382.902,1371.991,1424.176,1418.889,1336.636,1290.827,1026.43,836.374,730.951,727.924,670.656,507.297,381.505,385.784,5162.434,9436.274,2673.166,11547.1,1945.242,17271.874,0.283286178421695,0.168461518476501
"Australia",1992,1269.207,1290.014,1249.718,1355.693,1390.023,1415.382,1436.939,1360.238,1306.985,1089.472,858.918,743.294,719.051,679.725,527.731,384.97,408.588,5164.632,9601.251,2720.065,11675.995,2001.014,17485.948,0.283303186220212,0.171378456397078
"Australia",1993,1285.227,1293.606,1266.852,1320.594,1410.37,1400.19,1451.402,1384.718,1314.159,1154.124,884.314,759.051,710.326,684.818,550.487,387.701,429.54,5166.279,9758.328,2762.872,11789.248,2052.546,17687.479,0.283129650899211,0.174103216761578
"Australia",1994,1298.436,1294.191,1284.805,1291.298,1423.255,1387.552,1461.025,1407.844,1322.651,1210.898,917.647,776.556,706.022,686.825,572.004,394.01,447.718,5168.73,9907.428,2806.579,11904.748,2100.557,17882.737,0.283280282228647,0.176446994090089
"Australia",1995,1303.522,1297.036,1298.171,1275.982,1422.428,1383.653,1464.221,1428.57,1338.046,1254.603,961.082,795.562,707.89,686.886,589.963,406.297,462.831,5174.711,10048.165,2853.867,12032.037,2145.977,18076.743,0.284018723816737,0.178355252730689
"Australia",1996,1313.259,1305.519,1304.862,1263.351,1408.141,1389.591,1464.6,1446.8,1353.225,1290.146,1012.975,818.048,711.819,683.806,603.013,419.263,483.267,5186.991,10183.526,2901.168,12158.696,2189.349,18271.685,0.284888357922393,0.180064457570121
"Australia",1997,1311.546,1317.695,1310.912,1265.175,1375.915,1408.469,1453.462,1469.512,1372.138,1310.771,1077.8,840.955,722.841,678.407,614.088,438.862,499.04,5205.328,10309.022,2953.238,12297.038,2230.397,18467.588,0.286471209393093,0.181376767315837
"Australia",1998,1302.105,1332.627,1316.72,1278.667,1332.032,1433.965,1433.834,1494.799,1394.234,1319.914,1149.685,865.953,740.298,672.609,622.746,463.102,511.755,5230.119,10424.416,3010.51,12443.381,2270.212,18665.045,0.288794115660772,0.182443340760843
"Australia",1999,1291.343,1347.651,1324.537,1295.701,1290.637,1451.598,1415.64,1516.315,1417.847,1326.36,1216.296,898.163,761.469,669.785,628.852,487.696,524.222,5259.232,10532.856,3072.024,12590.026,2310.555,18864.112,0.291661065147003,0.183522655155756
"Australia",2000,1282.549,1359.327,1336.554,1310.302,1263.21,1450.588,1407.739,1527.954,1442.624,1337.295,1268.183,942.009,783.897,672.655,632.648,509.49,538.813,5288.732,10639.602,3137.503,12733.801,2353.606,19065.837,0.29488913213107,0.184831379098825
"Australia",2001,1262.944,1362.177,1351.935,1339.021,1266.891,1438.275,1416.726,1520.341,1468.575,1349.997,1296.692,996.491,802.028,677.739,627.834,522.16,568.707,5316.077,10753.988,3198.468,12895.037,2396.44,19268.533,0.297421570490873,0.185842041399338
"Australia",2002,1251.711,1358.17,1366.781,1359.289,1291.23,1406.768,1443.039,1498.708,1497.787,1368.611,1307.885,1063.622,819.78,689.727,620.985,531.474,599.624,5335.951,10877.65,3261.59,13056.719,2441.81,19475.191,0.299843256585752,0.187015589444791
"Australia",2003,1248.714,1348.509,1382.2,1371.468,1331.863,1366.73,1477.807,1472.3,1526.486,1393.295,1309.264,1135.279,841.564,707.212,615.037,538.363,630.881,5350.891,11013.024,3333.057,13226.056,2491.493,19696.972,0.302646847950209,0.188377623684642
"Australia",2004,1254.774,1337.169,1396.235,1381.007,1376.815,1336.964,1505.343,1455.565,1548.712,1422.733,1312.972,1199.059,874.055,727.802,613.925,543.832,661.467,5369.185,11158.163,3421.081,13413.225,2547.026,19948.429,0.306598944647071,0.189889157901996
"Australia",2005,1271.578,1329.536,1405.656,1393.17,1415.492,1330.28,1515.614,1456.958,1560.932,1455.358,1326.63,1247.551,920.492,750.23,619.848,548.509,691.069,5399.94,11308.815,3530.148,13622.477,2609.656,20238.903,0.312158966257738,0.191569859137953
"Australia",2006,1292.428,1325.584,1409.256,1435.047,1467.047,1358.529,1513.096,1474.587,1554.721,1485.18,1342.069,1274.918,974.968,768.675,626.84,546.086,724.575,5462.315,11470.147,3641.144,13880.162,2666.176,20573.606,0.31744527772835,0.192085366150626
"Australia",2007,1329.367,1325.591,1406.289,1469.594,1513.557,1414.682,1494.589,1512.883,1538.666,1517.968,1366.484,1286.861,1042.088,788.66,640.473,543.079,755.833,5530.841,11645.69,3770.133,14157.372,2728.045,20946.664,0.323736335073319,0.192694307954894
"Australia",2008,1376.257,1329.907,1401.664,1490.104,1555.809,1490.041,1470.915,1560.306,1521.386,1547.928,1398.107,1289.678,1112.45,813.694,658.615,541.316,784.316,5597.932,11834.17,3910.391,14436.724,2797.941,21342.493,0.33043221451103,0.193807196147824
"Australia",2009,1422.076,1339.199,1397.634,1494.631,1594.546,1568.368,1461.05,1599.114,1514.903,1568.657,1432.422,1294.063,1172.782,848.405,678.745,543.425,809.02,5653.54,12033.123,4052.377,14700.536,2879.595,21739.04,0.336768518031437,0.195883673901414
"Australia",2010,1457.825,1354.538,1393.988,1487.297,1626.54,1637.906,1477.41,1619.142,1525.127,1578.034,1465.213,1306.861,1215.577,894.039,699.986,550.716,829.865,5693.648,12236.233,4190.183,14939.107,2974.606,22120.064,0.342440602430503,0.199115382197878
"Australia",2011,1502.468,1375.802,1396.247,1497.565,1635.747,1680.195,1510.79,1613.227,1545.982,1576.415,1494.801,1328.849,1240.204,945.729,720.164,561.056,854.558,5772.082,12386.006,4321.711,15123.775,3081.507,22479.799,0.348918852453325,0.203752502268779
"Australia",2012,1524.057,1405.766,1396.403,1504.048,1643.438,1711.295,1567.538,1591.471,1580.798,1565.833,1523.009,1358.027,1251.229,1005.995,741.739,575.454,875.749,5830.274,12541.409,4450.166,15296.686,3198.937,22821.849,0.354837801717494,0.209126146669939
"Australia",2013,1529.791,1443.704,1397.529,1502.755,1651.747,1732.636,1636.577,1567.157,1618.698,1554.038,1546.623,1391.127,1256.066,1066.607,767.84,591.879,895.955,5873.779,12698.603,4578.347,15457.424,3322.281,23150.729,0.36053942311607,0.214931090717315
"Australia",2014,1533.468,1484.736,1403.211,1493.572,1659.743,1748.638,1701.582,1558.385,1645.493,1550.618,1562.233,1423.368,1264.563,1117.309,801.738,609.408,916.603,5914.987,12850.06,4709.621,15608.195,3445.058,23474.668,0.366505759506181,0.22072110195958
"Australia",2015,1545.117,1521.11,1416.483,1480.342,1663.583,1763.281,1753.076,1574.158,1655.519,1559.507,1569.432,1451.868,1281.614,1153.78,843.696,628.87,938.12,5963.052,12990.424,4846.08,15752.38,3564.466,23799.556,0.373050179116555,0.226281107997649
"Australia",2016,1551.188,1558.174,1450.014,1478.403,1653.19,1772.808,1790.693,1604.624,1654.031,1575.813,1572.552,1479.456,1305.012,1181.784,889.09,645.765,963.251,6037.779,13103.167,4984.902,15886.582,3679.89,24125.848,0.380434897914374,0.231635099356174
"Australia",2017,1574.12,1584.834,1489.719,1479.72,1637.337,1778.757,1816.376,1654.835,1637.006,1603.383,1565.697,1505.109,1332.956,1197.814,942.467,665.432,984.999,6128.393,13198.5,5123.668,16011.176,3790.712,24450.561,0.388200780391711,0.236754127242121
"Australia",2018,1607.673,1601.347,1532.957,1485.646,1619.201,1780.685,1832.517,1716.551,1614.975,1635.455,1554.698,1527.137,1363.609,1207.253,998.076,689.548,1004.919,6227.623,13281.219,5263.405,16130.474,3899.796,24772.247,0.396304360315119,0.24176574104394
"Australia",2019,1638.684,1612.445,1573.985,1498.148,1603.297,1777.726,1844.357,1775.927,1604.968,1660.589,1548.966,1543.16,1393.96,1218.71,1047.685,720.846,1025.183,6323.262,13358.99,5406.384,16251.098,4012.424,25088.636,0.404700055917401,0.246901717040904
"Australia",2020,1657.552,1625.632,1607.268,1517.983,1592.284,1769.522,1854.997,1823.803,1617.055,1672.014,1554.12,1551.847,1421.914,1237.109,1086.568,760.381,1048.128,6408.435,13435.642,5554.1,16375.539,4132.186,25398.177,0.413385530814233,0.252338930645275
"Australia",2021,1679.41,1644.353,1635.788,1547.06,1584.649,1754.482,1860.157,1857.464,1645.426,1668.824,1569.816,1553.229,1447.621,1258.882,1111.71,800.784,1080.8,6506.611,13494.047,5699.797,16488.728,4252.176,25700.455,0.422393445050251,0.257883810079225
"Australia",2022,1685.316,1665.559,1656.954,1585.098,1582.361,1735.92,1863.679,1880.972,1694.689,1651.491,1597.946,1546.525,1473.194,1286.546,1127.572,850.095,1112.37,6592.927,13553.583,5849.777,16611.875,4376.583,25996.287,0.431603731647934,0.263461108393845
"Australia",2023,1679.154,1689.005,1672.229,1627.189,1586.447,1716.185,1864.374,1896.311,1755.948,1630.035,1630.781,1536.981,1496.303,1317.822,1138.701,902.817,1146.405,6667.577,13617.062,6002.048,16740.554,4505.745,26286.687,0.440774081810012,0.269151486862382
"Australia",2024,1670.061,1711.587,1685.823,1665.902,1597.842,1698.664,1860.176,1907.498,1814.373,1620.28,1655.817,1532.736,1513.485,1348.981,1152.264,950.761,1186.982,6733.373,13687.386,6152.473,16866.773,4638.988,26573.232,0.449499488068796,0.27503708029983
"Australia",2025,1664.229,1728.543,1701.624,1696.65,1616.649,1685.858,1850.318,1917.021,1860.643,1631.668,1666.178,1538.568,1523.009,1377.671,1172.427,989.261,1236.751,6791.046,13766.903,6299.119,16986.562,4776.11,26857.068,0.457555268603258,0.281169903597915
"Australia",2026,1653.815,1742.185,1725.057,1725.349,1645.355,1678.751,1835.933,1922.754,1895.637,1661.245,1664.99,1555.099,1525.375,1403.454,1194.267,1011.317,1298.027,6846.406,13859.764,6432.44,17110.488,4907.065,27138.61,0.464108912677012,0.286786969489123
"Australia",2027,1651.86,1748.096,1749.261,1745.741,1682.67,1676.311,1817.257,1925.922,1919.356,1710.42,1648.6,1583.174,1519.208,1428.815,1221.543,1025.81,1363.559,6894.958,13963.71,6558.935,17228.659,5039.727,27417.603,0.469712920133689,0.292519980806399
"Australia",2028,1656,1746.7,1772.784,1760.438,1724.244,1679.865,1797.028,1926.009,1934.071,1770.915,1627.026,1615.554,1509.94,1451.714,1252.006,1037.489,1431.897,6935.922,14074.712,6683.046,17345.09,5173.106,27693.68,0.474826483128038,0.298246131902458
"Australia",2029,1660.675,1740.926,1792.241,1774.551,1763.307,1691.065,1779.419,1921.83,1944.665,1828.76,1616.654,1640.477,1506.173,1469.253,1282.739,1053.132,1500.326,6968.393,14186.177,6811.623,17466.901,5305.45,27966.193,0.480159171847355,0.303743062378381
"Australia",2030,1662.062,1735.308,1804.544,1791.065,1795.261,1710.467,1767.201,1912.775,1954.137,1874.845,1627.329,1651.107,1512.797,1479.834,1311.961,1076.064,1567.985,6992.979,14293.122,6948.641,17596.984,5435.844,28234.742,0.486152780337284,0.308907708275464
"Australia",2031,1667.181,1734.505,1815.421,1813.781,1822.225,1738.266,1759.272,1897.462,1959.767,1909.491,1657.445,1649.403,1528.976,1481.696,1336.164,1095.545,1632.754,7030.888,14393.331,7075.135,17736.088,5546.159,28499.354,0.491556471535324,0.312704752028745
"Australia",2032,1669.776,1733.801,1819.899,1838.608,1841.942,1775.389,1756.727,1878.537,1963.252,1933.236,1707.206,1633.325,1557.136,1476.128,1361.251,1121.186,1693.034,7062.084,14489.614,7208.735,17885.358,5651.599,28760.433,0.497510492688073,0.315990264215008
"Australia",2033,1670.616,1733.736,1819.107,1862.813,1857.04,1817.222,1760.637,1858.732,1963.741,1948.38,1767.839,1612.719,1589.82,1468.243,1384.718,1150.904,1752.065,7086.272,14586.31,7345.75,18038.943,5755.93,29018.332,0.503605778294853,0.319083551624948
"Australia",2034,1672.304,1733.874,1815.531,1882.133,1872.144,1856.623,1772.267,1841.81,1959.648,1959.329,1825.05,1603.306,1615.022,1465.989,1403.236,1182.014,1813.251,7103.842,14690.177,7479.512,18187.332,5864.49,29273.531,0.509150570479852,0.322449164066505
"Australia",2035,1676.578,1733.216,1811.359,1894.024,1889.774,1889.034,1792.062,1830.262,1950.444,1968.723,1869.94,1614.326,1625.928,1473.849,1415.15,1212.765,1879.014,7115.177,14804.565,7606.706,18324.517,5980.778,29526.448,0.513808139583973,0.326381208301425
"Australia",2036,1685.061,1735.646,1812.472,1904.619,1911.519,1915.827,1819.697,1822.161,1935.896,1974.998,1905.697,1644.533,1624.499,1490.1,1416.959,1234.111,1943.463,7137.798,14930.328,7709.132,18459.446,6084.633,29777.258,0.516340431368956,0.329621647366882
"Australia",2037,1695.985,1737.917,1812.961,1908.843,1935.673,1935.391,1856.638,1819.307,1917.34,1978.609,1930.172,1694.052,1608.99,1518.17,1412.327,1257.661,2006.065,7155.706,15067.182,7803.213,18585.015,6194.223,30026.101,0.517894653426235,0.333291256423522
"Australia",2038,1708.94,1740.435,1812.722,1908.021,1959.778,1950.32,1898.29,1823.07,1897.463,1979.026,1945.351,1754.327,1589.092,1550.707,1405.868,1281.126,2068.818,7170.118,15207.625,7895.611,18704.738,6306.519,30273.354,0.519187644356038,0.337161579060878
"Australia",2039,1722.699,1743.61,1811.496,1904.8,1979.745,1965.472,1937.747,1834.973,1880.297,1974.939,1955.758,1811.347,1580.405,1576.088,1405.289,1301.327,2133.428,7182.605,15340.278,7996.537,18825.483,6416.132,30519.42,0.521277189370362,0.34082164053905
"Australia",2040,1736.522,1747.784,1809.32,1900.945,1992.827,1983.658,1970.594,1855.425,1868.669,1965.769,1964.35,1856.114,1592.043,1587.704,1414.981,1316.385,2201.551,7194.571,15457.406,8112.664,18950.394,6520.621,30764.641,0.524839937567791,0.344088940842074
"Australia",2041,1755.383,1756.836,1812.15,1901.348,2001.919,2004.708,1996.696,1882.296,1860.797,1951.392,1971.453,1891.244,1621.975,1585.88,1430.789,1316.371,2267.839,7225.717,15560.505,8222.854,19083.828,6600.879,31009.076,0.528443903330901,0.345888623603189
"Australia",2042,1772.814,1767.611,1814.768,1901.756,2005.414,2028.635,2016.036,1918.773,1858.199,1932.978,1975.875,1915.607,1671.255,1570.951,1458.858,1312.008,2331.265,7256.949,15651.517,8344.337,19224.528,6673.082,31252.803,0.533132794731654,0.347112917414669
"Australia",2043,1789.101,1780.239,1817.255,1901.832,2004.824,2052.856,2031.128,1960.485,1862.096,1913.41,1976.678,1931.253,1731.276,1552.419,1491.493,1307.748,2391.965,7288.427,15732.73,8474.901,19365.838,6743.625,31496.058,0.538679618858266,0.348222731182611
"Australia",2044,1804.749,1794.046,1820.083,1901.018,2002.571,2073.15,2046.673,2000.438,1873.928,1896.585,1972.359,1942.367,1788.074,1545.284,1517.248,1310.716,2449.817,7319.896,15808.071,8611.139,19497.163,6823.065,31739.106,0.544730536698627,0.349951682714044
"Australia",2045,1820.016,1807.779,1823.919,1899.016,1999.978,2086.833,2065.369,2033.955,1894.227,1885.026,1962.482,1951.355,1832.747,1558.127,1529.877,1324.526,2506.824,7350.73,15879.225,8752.101,19610.988,6919.354,31982.056,0.551166760342523,0.352830464227503
"Australia",2046,1838.024,1824.996,1834.692,1901.562,1999.402,2095.783,2086.281,2059.811,1921.733,1877.817,1949.553,1958.709,1867.728,1587.947,1527.843,1338.872,2554.275,7399.274,15949.089,8876.665,19718.379,7008.937,32225.028,0.556562509620456,0.355451987204425
"Australia",2047,1854.675,1842.278,1846.689,1904.151,1999.336,2099.358,2110.26,2079.002,1958.631,1875.534,1932.302,1963.475,1892.373,1636.939,1514.127,1366.023,2592.661,7447.793,16017.898,9002.123,19814.422,7109.75,32467.814,0.562004015757873,0.35881692637817
"Australia",2048,1869.84,1859.383,1859.261,1906.79,1999.522,2098.807,2134.52,2094.112,2000.302,1879.51,1913.093,1964.685,1908.444,1696.45,1497.461,1398.338,2629.142,7495.274,16084.551,9129.835,19899.785,7221.391,32709.66,0.567615160659443,0.362887890497309
"Australia",2049,1883.07,1875.893,1871.765,1909.877,1999.335,2096.564,2154.848,2109.864,2039.799,1891.22,1895.76,1960.748,1919.909,1752.765,1492.149,1425.015,2671,7540.605,16148.138,9260.838,19977.924,7340.929,32949.581,0.573492621873804,0.367452043565688
"Australia",2050,1893.936,1891.297,1883.937,1913.697,1998.263,2094.243,2168.691,2128.92,2072.798,1911.137,1883.177,1951.005,1929.151,1797.237,1506.463,1440.199,2722.667,7582.867,16208.234,9395.717,20051.082,7466.566,33186.818,0.579687891968983,0.372377211364454
"Australia",2051,1905.412,1908.914,1901.293,1923.121,1998.709,2092.532,2176.686,2149.005,2098.906,1938.973,1877.226,1938.319,1936.772,1831.474,1535.866,1436.161,2771.707,7638.74,16270.356,9511.98,20130.249,7575.208,33421.076,0.584620275057288,0.376309701881979
"Australia",2052,1915.057,1924.846,1918.435,1934.027,1999.554,2091.359,2179.291,2171.994,2117.959,1975.678,1875.724,1921.291,1941.868,1855.973,1584.347,1422.842,2822.187,7692.365,16332.85,9627.217,20208.745,7685.349,33652.432,0.589438891559036,0.380298182791658
"Australia",2053,1922.878,1938.987,1934.884,1945.801,2001.191,2090.526,2177.875,2195.497,2132.576,2017.022,1879.774,1902.526,1943.495,1872.591,1643.024,1408.763,2873.489,7742.55,16396.987,9741.362,20286.283,7797.867,33880.899,0.594094634581341,0.384391117879998
