"Country","Year","00-04","05-09","10-14","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69","70-74","75-79","80+","child","young","old","young_1564","old_65","total","dep","dep_65"
"Latvia",2010,112.517,97.847,88.167,132.348,164.772,152.822,139.596,147.594,140.653,156.124,153.676,133.084,114.481,112.375,108.921,77.148,86.723,430.879,1188.321,499.648,1435.15,385.167,2118.848,0.420465513947831,0.268381005469812
"Latvia",2011,110.74,100.853,85.645,121.335,158.164,153.024,138.258,144.804,138.932,151.571,153.578,135.313,114.509,109.16,107.72,78.94,89.947,418.573,1173.644,500.276,1409.488,385.767,2092.493,0.426258729222831,0.273693000578934
"Latvia",2012,108.352,103.322,86.054,110.244,150.271,153.005,137.745,140.733,138.884,146.127,152.86,137.643,115.563,106.358,105.302,81.822,92.089,407.972,1157.268,501.134,1383.075,385.571,2066.374,0.433031933830366,0.278778085064078
"Latvia",2013,105.751,105.064,88.424,100.032,141.735,152.165,137.656,136.237,139.507,140.612,151.444,139.797,117.39,104.162,102.234,84.933,93.641,399.271,1139.153,502.36,1356.575,384.97,2040.784,0.440994317707981,0.283780845143099
"Latvia",2014,103.155,106.141,91.353,92.122,133.09,149.853,137.538,132.464,139.43,136.15,149.258,141.471,119.646,102.849,99.291,87.188,95.126,392.771,1119.254,504.1,1331.022,384.454,2016.125,0.450389277143526,0.288841206231001
"Latvia",2015,100.811,106.792,93.906,87.254,124.539,145.953,137.122,129.908,137.975,133.275,146.325,142.485,122.06,102.568,96.897,88.081,96.712,388.763,1097.582,506.318,1306.896,384.258,1992.663,0.461303119038031,0.294023395893782
"Latvia",2016,96.834,107.504,95.99,83.108,114.792,142.57,138.282,128.925,136.119,131.89,142.801,142.818,124.142,102.734,94.281,86.948,100.792,383.436,1078.197,508.897,1285.447,384.755,1970.53,0.471988885148076,0.299316113383127
"Latvia",2017,94.976,106.867,98.515,81.879,103.82,137.62,139.529,128.742,133.135,132.035,138.356,142.676,126.374,103.757,91.989,84.949,104.451,382.237,1055.913,511.52,1264.166,385.146,1949.67,0.484433850137275,0.304664102657404
"Latvia",2018,94.483,104.827,101.322,83.027,92.825,131.215,140.378,129.232,129.672,133.006,133.716,142.016,128.605,105.441,90.21,82.647,107.316,383.659,1032.06,514.219,1243.692,385.614,1929.938,0.498245257058698,0.310055865921788
"Latvia",2019,94.269,101.979,103.93,85.434,83.582,123.542,140.101,130.133,126.778,133.61,129.973,140.74,130.607,107.543,89.236,80.63,109.021,385.612,1008.459,517.037,1224.5,386.43,1911.108,0.512700070106965,0.315581870151082
"Latvia",2020,93.505,99.373,105.674,88.289,77.265,114.823,138.208,131.191,125.057,133.116,127.752,138.793,132.196,109.909,89.225,79.139,109.478,386.841,986.205,519.947,1206.69,387.751,1892.993,0.527219999898601,0.321334394086302
"Latvia",2021,93.277,97.25,105.587,91.349,74.482,105.847,135.186,132.507,124.165,131.287,126.448,135.367,132.538,111.9,89.369,77.038,111.932,387.463,965.289,522.777,1189.176,390.239,1875.529,0.541575631753806,0.328159162310709
"Latvia",2022,92.002,95.668,104.401,94.791,74.56,95.842,130.874,134.146,124.254,128.542,126.787,131.23,132.593,114.167,90.4,75.232,113.259,386.862,946.235,525.651,1173.619,393.058,1858.748,0.555518449433809,0.334911074207217
"Latvia",2023,89.929,94.623,102.442,98.202,76.778,85.917,125.298,135.55,125.13,125.459,127.986,127.028,132.253,116.462,92.096,73.924,113.581,385.196,929.146,528.316,1159.601,396.063,1842.658,0.568603857736029,0.341551102491288
"Latvia",2024,87.699,93.815,100.393,101.003,79.919,77.74,118.53,135.899,126.456,122.973,128.809,123.734,131.314,118.48,94.199,73.388,112.959,382.91,914.06,530.34,1146.377,399.026,1827.31,0.580202612519966,0.348075720290969
"Latvia",2025,85.796,92.752,98.793,102.809,83.19,72.363,110.737,134.681,127.967,121.643,128.538,121.893,129.684,120.048,96.538,73.75,111.5,380.15,901.012,531.52,1133.505,401.836,1812.682,0.58991445174981,0.354507479014208
"Latvia",2026,84.047,91.319,97.278,103.566,87.327,70.303,102.299,132.055,129.551,121.001,126.979,120.86,126.716,120.669,98.416,74.039,112.381,376.21,890.375,532.221,1120.657,405.505,1798.806,0.597749262951004,0.361845774398411
"Latvia",2027,82.134,89.932,96.023,102.951,91.766,71.121,92.858,128.162,131.46,121.296,124.511,121.366,123.012,121.016,100.581,75.024,112.36,371.04,882.54,531.993,1108.503,408.981,1785.573,0.602797606907336,0.368948933832385
"Latvia",2028,80.25,88.547,94.934,101.391,96.005,74.097,83.527,123.012,133.115,122.334,121.673,122.654,119.208,120.918,102.796,76.562,111.721,365.122,876.417,531.205,1097.016,411.997,1772.744,0.60610987691932,0.37556152325946
"Latvia",2029,78.477,87.118,93.83,99.633,99.41,77.996,75.99,116.694,133.721,123.809,119.381,123.553,116.239,120.162,104.781,78.49,110.739,359.058,870.554,530.411,1086.426,414.172,1760.023,0.609279837896328,0.381224307960229
"Latvia",2030,76.897,85.593,92.603,98.149,101.593,81.968,71.286,109.382,132.767,125.46,118.186,123.376,114.624,118.685,106.348,80.687,109.588,353.242,864.018,529.932,1076.791,415.308,1747.192,0.613334444421297,0.385690445035295
"Latvia",2031,75.203,83.964,91.23,96.722,102.487,86.176,69.302,101.098,130.287,127.134,117.717,121.979,113.884,116.193,106.999,82.339,111.437,347.119,856.18,530.852,1066.786,416.968,1734.151,0.6200238267654,0.390863772115495
"Latvia",2032,73.997,82.191,89.853,95.461,101.916,90.62,70.13,91.734,126.463,129.042,118.067,119.637,114.484,112.944,107.415,84.222,112.771,341.502,847.609,531.836,1057.554,417.352,1720.947,0.627454404094341,0.394638949878682
"Latvia",2033,73.201,80.301,88.47,94.335,100.327,94.826,73.074,82.449,121.355,130.671,119.081,116.941,115.757,109.541,107.473,86.205,113.697,336.307,838.724,532.673,1048.816,416.916,1707.704,0.635099269843238,0.39751109822886
"Latvia",2034,72.71,78.413,87.029,93.203,98.507,98.19,76.935,74.952,115.098,131.268,120.505,114.808,116.643,106.897,106.988,88.079,114.404,331.355,830.263,533.011,1040.109,416.368,1694.629,0.641978505606055,0.400311890388411
"Latvia",2035,72.462,76.705,85.451,91.972,96.963,100.334,80.876,70.289,107.876,130.356,122.131,113.768,116.533,105.522,105.886,89.691,115.079,326.59,822.593,532.711,1031.098,416.178,1681.894,0.647599724286494,0.403626037486253
"Latvia",2036,72.616,75.277,83.658,90.597,95.572,101.216,85.043,68.317,99.663,127.897,123.787,113.331,115.242,104.995,103.641,90.204,118.447,322.148,814.826,532.529,1020.665,417.287,1669.503,0.653549346731695,0.408838355385949
"Latvia",2037,72.994,74.123,81.784,89.244,94.354,100.659,89.476,69.15,90.41,124.161,125.719,113.707,113.099,105.734,100.801,90.625,121.364,318.145,807.636,531.623,1009.979,418.524,1657.404,0.658245793897251,0.414388814024846
"Latvia",2038,73.523,73.264,79.9,87.876,93.243,99.099,93.687,72.091,81.248,119.195,127.385,114.75,110.659,107.054,97.9,90.867,123.862,314.563,800.698,530.342,999.233,419.683,1645.603,0.662349599974023,0.420005143945406
"Latvia",2039,74.138,72.67,78.128,86.418,92.091,97.297,97.055,75.938,73.856,113.095,128.028,116.212,108.77,107.958,95.754,90.734,125.924,311.354,793.572,529.14,988.76,420.37,1634.066,0.666782598176347,0.425148671062745
"Latvia",2040,74.804,72.277,76.568,84.833,90.814,95.743,99.191,79.86,69.273,106.031,127.173,117.883,107.913,107.912,94.797,90.116,127.566,308.482,785.968,528.304,978.714,420.391,1622.754,0.672169859332695,0.429534062044683
"Latvia",2041,75.935,72.155,75.152,83.037,89.49,94.367,100.063,83.996,67.332,97.944,124.798,119.501,107.582,106.78,94.401,88.154,131.008,306.279,777.491,527.925,968.11,420.343,1611.695,0.679011075369361,0.434189296670833
"Latvia",2042,76.686,72.423,73.989,81.15,88.177,93.167,99.517,88.412,68.176,88.837,121.212,121.424,108.02,104.911,95.19,85.728,133.834,304.248,768.922,527.683,958.092,419.663,1600.853,0.686263366115159,0.438019522133574
"Latvia",2043,77.156,73.035,73.077,79.262,86.819,92.075,97.984,92.618,71.104,79.829,116.426,123.124,109.085,102.784,96.518,83.363,135.948,302.53,759.979,527.698,948.326,418.613,1590.207,0.69435865991034,0.44142309712061
"Latvia",2044,77.453,73.843,72.444,77.505,85.337,90.93,96.203,95.985,74.923,72.578,110.514,123.841,110.551,101.158,97.472,81.795,137.13,301.245,750.311,528.106,938.367,417.555,1579.662,0.703849470419599,0.4449804820502
"Latvia",2045,77.67,74.622,72.145,75.961,83.704,89.64,94.66,98.114,78.821,68.103,103.635,123.103,112.239,100.478,97.585,81.366,137.332,300.398,739.78,529,927.98,416.761,1569.178,0.715077455459731,0.449105584172073
"Latvia",2046,77.779,75.349,72.124,74.55,81.97,88.341,93.303,98.993,82.93,66.223,95.751,120.827,113.868,100.292,96.531,81.121,138.773,299.802,728.338,530.585,916.756,416.717,1558.725,0.728487323193353,0.454556065081657
"Latvia",2047,77.67,76.043,72.447,73.35,80.116,87.039,92.112,98.455,87.319,67.072,86.855,117.388,115.79,100.806,94.88,81.893,139.07,299.51,716.356,532.439,905.496,416.649,1548.305,0.743260334247218,0.460133451721487
"Latvia",2048,77.387,76.65,73.036,72.419,78.227,85.686,91.026,96.936,91.505,69.969,78.049,112.816,117.506,101.879,93.076,83.138,138.609,299.492,704.214,534.208,894.139,416.702,1537.914,0.758587588431925,0.466037159770461
"Latvia",2049,76.957,77.137,73.757,71.809,76.442,84.208,89.895,95.183,94.864,73.755,70.976,107.17,118.288,103.329,91.804,84.11,137.87,299.66,692.493,535.401,882.59,417.113,1527.554,0.773150053502346,0.472601094505943
"Latvia",2050,76.386,77.487,74.491,71.547,74.862,82.57,88.619,93.671,97.005,77.631,66.644,100.585,117.683,105.011,91.427,84.435,137.146,299.911,681.587,535.702,870.817,418.019,1517.2,0.785962760439973,0.480030821630721
"Latvia",2051,75.485,77.693,75.159,71.543,73.512,80.863,87.333,92.332,97.878,81.696,64.846,92.941,115.557,106.637,91.302,83.439,138.67,299.88,671.401,535.605,858.501,420.048,1506.886,0.797742332823454,0.489280734675906
"Latvia",2052,74.646,77.653,75.827,71.873,72.353,79.027,86.045,91.156,97.354,86.047,65.716,84.303,112.339,108.572,91.837,82.009,139.814,299.999,662.001,534.571,846.213,422.232,1496.571,0.807507843643741,0.498966572245995
"Latvia",2053,73.823,77.347,76.464,72.46,71.432,77.158,84.711,90.09,95.866,90.211,68.579,75.766,108.061,110.317,92.906,80.577,140.497,300.094,653.813,532.358,834.334,424.297,1486.265,0.814235874783768,0.508545738277476
"Latvia",2054,72.959,76.832,77.006,73.178,70.809,75.39,83.259,88.985,94.159,93.571,72.311,68.948,102.757,111.168,94.369,79.737,140.554,299.975,647.432,528.585,823.367,425.828,1475.992,0.816433231598067,0.51717885220078
"Latvia",2055,72.006,76.216,77.365,73.923,70.516,73.817,81.647,87.744,92.696,95.726,76.146,64.824,96.534,110.698,96.111,79.762,140.005,299.51,643.116,523.11,813.573,426.576,1465.736,0.81339913794712,0.524324184799643
"Latvia",2056,70.962,75.547,77.446,74.61,70.565,72.487,79.946,86.466,91.371,96.589,80.155,63.118,89.218,108.757,97.613,79.68,140.971,298.565,640.697,516.239,804.525,427.021,1455.501,0.805745929823302,0.530774059227495
"Latvia",2057,69.956,74.764,77.334,75.302,70.935,71.35,78.13,85.198,90.22,96.085,84.472,64.003,80.941,105.845,99.487,80.187,141.099,297.356,640.393,507.559,796.636,426.618,1445.308,0.792574247376221,0.535524380017976
"Latvia",2058,68.978,73.868,77.051,75.948,71.537,70.45,76.285,83.889,89.183,94.644,88.614,66.822,72.775,101.951,101.244,81.198,140.722,295.845,641.424,497.89,790.147,425.115,1435.159,0.776226022100826,0.538020140556124
"Latvia",2059,68.029,72.883,76.637,76.475,72.237,69.841,74.541,82.463,88.107,92.991,91.957,70.491,66.285,97.063,102.201,82.649,140.224,294.024,642.628,488.422,785.388,422.137,1425.074,0.760038467044698,0.537488477033008
"Latvia",2060,67.119,71.848,76.1,76.828,72.947,69.543,72.983,80.877,86.898,91.582,94.105,74.276,62.412,91.268,101.949,84.46,139.881,291.895,643.211,479.97,782.451,417.558,1415.076,0.746209253262149,0.533653864587048
"Latvia",2061,66.326,70.838,75.384,76.933,73.694,69.618,71.669,79.193,85.642,90.292,94.977,78.207,60.85,84.39,100.155,85.786,141.206,289.481,643.292,472.387,781.075,411.537,1405.16,0.73432749047089,0.526885382325641
"Latvia",2062,65.573,69.844,74.569,76.835,74.431,70.011,70.551,77.4,84.4,89.176,94.516,82.463,61.762,76.602,97.558,87.522,142.137,286.821,642.948,465.581,781.545,403.819,1395.35,0.724134766730747,0.516693216641396
"Latvia",2063,64.875,68.87,73.671,76.555,75.086,70.626,69.667,75.575,83.116,88.169,93.131,86.566,64.516,68.915,94.116,89.23,142.974,283.971,641.936,459.751,783.007,395.235,1385.658,0.716194449290895,0.504765602350937
"Latvia",2064,64.257,67.914,72.721,76.132,75.593,71.331,69.069,73.847,81.71,87.121,91.532,89.888,68.082,62.835,89.768,90.283,144.004,281.024,640.091,454.972,784.305,386.89,1376.087,0.71079268416522,0.493290237853896
"Latvia",2065,63.752,66.973,71.74,75.592,75.904,72.029,68.779,72.306,80.145,85.944,90.172,92.031,71.777,59.265,84.564,90.31,145.37,278.057,637.31,451.286,784.679,379.509,1366.653,0.708110652586653,0.483648727696294
"Latvia",2066,63.443,66.123,70.71,74.891,76.061,72.795,68.857,71.001,78.476,84.707,88.922,92.881,75.602,57.863,78.17,88.628,148.249,275.167,633.7,448.512,784.193,372.91,1357.379,0.70776708221556,0.47553344648575
"Latvia",2067,63.208,65.365,69.693,74.073,75.996,73.54,69.252,69.89,76.696,83.482,87.844,92.439,79.762,58.798,70.947,86.352,150.918,272.339,629.139,446.777,782.974,367.015,1348.255,0.710140366437306,0.468744811449678
"Latvia",2068,63.048,64.705,68.707,73.176,75.726,74.209,69.879,69.018,74.893,82.224,86.873,91.121,83.798,61.456,63.853,83.455,153.175,269.636,623.943,445.737,780.917,361.939,1339.316,0.714387371923397,0.463479473490781
"Latvia",2069,62.952,64.13,67.764,72.231,75.291,74.729,70.601,68.437,73.194,80.857,85.866,89.616,87.084,64.884,58.317,79.829,154.782,267.077,618.591,444.896,777.906,357.812,1330.564,0.719208653213513,0.45996817096153
"Latvia",2070,62.914,63.615,66.871,71.265,74.726,75.043,71.312,68.167,71.684,79.335,84.736,88.349,89.217,68.455,55.178,75.448,155.699,264.665,613.352,443.997,773.834,354.78,1322.014,0.723886120857191,0.458470421304828
"Latvia",2071,63.079,63.228,66.009,70.249,74.077,75.216,72.079,68.25,70.387,77.681,83.528,87.142,90.048,72.121,53.952,69.671,156.963,262.565,608.36,442.755,768.657,352.707,1313.68,0.727784535472418,0.458861364691924
"Latvia",2072,63.202,62.981,65.244,69.241,73.3,75.171,72.837,68.655,69.294,75.931,82.347,86.112,89.651,76.159,54.899,63.171,157.371,260.668,603.647,441.251,762.539,351.6,1305.566,0.730975222273945,0.461091170418824
"Latvia",2073,63.289,62.856,64.568,68.257,72.415,74.918,73.519,69.292,68.438,74.157,81.127,85.187,88.422,80.103,57.415,56.852,156.855,258.97,599.053,439.647,755.732,351.225,1297.67,0.733903344111456,0.46474808530008
"Latvia",2074,63.353,62.811,63.99,67.314,71.457,74.492,74.047,70.021,67.871,72.485,79.794,84.23,87.022,83.317,60.644,52.051,155.099,257.468,594.397,438.133,748.733,351.111,1289.998,0.737104998847572,0.468940196304958
"Latvia",2075,63.416,62.785,63.522,66.428,70.46,73.923,74.368,70.742,67.617,71.006,78.309,83.162,85.858,85.415,64.051,49.526,151.974,256.151,589.587,436.824,741.873,350.966,1282.562,0.740898289819823,0.473080972080127
"Latvia",2076,63.551,62.822,63.14,65.575,69.487,73.285,74.54,71.502,67.695,69.716,76.677,81.978,84.705,86.199,67.444,48.539,148.488,255.088,584.88,435.375,735.16,350.67,1275.343,0.744383463274518,0.476998204472496
"Latvia",2077,63.602,62.919,62.889,64.801,68.504,72.517,74.496,72.258,68.1,68.631,74.955,80.826,83.727,85.844,71.262,49.458,143.571,254.211,580.287,433.862,728.815,350.135,1268.36,0.747667964300424,0.480416841036477
"Latvia",2078,63.578,63.052,62.75,64.123,67.531,71.646,74.253,72.946,68.742,67.791,73.218,79.653,82.861,84.726,75.057,51.729,137.95,253.503,575.78,432.323,722.764,349.462,1261.606,0.750847545937685,0.483507756335401
"Latvia",2079,63.481,63.191,62.695,63.559,66.582,70.706,73.846,73.488,69.484,67.248,71.589,78.38,81.977,83.472,78.193,54.66,132.534,252.926,571.323,430.836,716.859,348.859,1255.085,0.754102320403695,0.48664939688279
"Latvia",2080,63.319,63.294,62.698,63.111,65.682,69.717,73.3,73.831,70.226,67.022,70.154,76.965,80.998,82.452,80.273,57.848,127.904,252.422,566.897,429.475,711.006,348.477,1248.794,0.757589121127824,0.490118226850406
"Latvia",2081,63.094,63.38,62.719,62.737,64.867,68.755,72.66,73.998,70.976,67.097,68.882,75.362,79.853,81.368,80.944,60.844,125.184,251.93,562.597,428.193,705.187,348.34,1242.72,0.761100752403586,0.493968266573263
"Latvia",2082,62.8,63.431,62.808,62.487,64.123,67.788,71.902,73.959,71.735,67.504,67.82,73.678,78.754,80.468,80.614,64.332,122.655,251.526,558.509,426.823,699.75,348.069,1236.858,0.764218660755691,0.497419078242229
"Latvia",2083,62.443,63.427,62.945,62.352,63.462,66.832,71.047,73.731,72.433,68.155,67.004,71.993,77.648,79.686,79.641,67.889,120.514,251.167,554.657,425.378,694.657,347.73,1231.202,0.766920817730597,0.500577983090935
"Latvia",2084,62.026,63.353,63.094,62.305,62.892,65.899,70.124,73.341,72.99,68.911,66.486,70.424,76.454,78.893,78.588,70.881,119.086,250.778,551.067,423.902,689.826,347.448,1225.747,0.769238586233616,0.503674839742196
"Latvia",2085,61.544,63.205,63.211,62.317,62.42,64.997,69.148,72.807,73.344,69.663,66.279,69.041,75.113,78.012,77.773,72.914,118.668,250.277,547.699,422.48,685.129,347.367,1220.456,0.771372596992144,0.507009628843619
"Latvia",2086,60.991,63.026,63.279,62.366,62.103,64.214,68.207,72.189,73.529,70.429,66.376,67.809,73.572,76.936,76.771,73.413,120.122,249.662,544.856,420.814,680.794,347.242,1215.332,0.772339847592758,0.510054436437454
"Latvia",2087,60.441,62.763,63.322,62.474,61.892,63.496,67.259,71.449,73.506,71.2,66.803,66.784,71.958,75.922,75.968,73.092,122.035,249,542.389,418.975,676.821,347.017,1210.364,0.772462199639005,0.512716065252112
"Latvia",2088,59.885,62.403,63.328,62.615,61.769,62.847,66.316,70.607,73.29,71.906,67.461,66,70.342,74.902,75.279,72.294,124.276,248.231,540.196,417.093,673.153,346.751,1205.52,0.772114195588268,0.515114691608
"Latvia",2089,59.313,61.954,63.273,62.753,61.703,62.278,65.386,69.686,72.903,72.463,68.217,65.502,68.833,73.79,74.592,71.508,126.61,247.293,538.138,415.333,669.724,346.5,1200.764,0.77179645369775,0.517377307667039
"Latvia",2090,58.717,61.438,63.128,62.859,61.68,61.793,64.48,68.708,72.367,72.813,68.959,65.306,67.504,72.535,73.847,70.984,128.971,246.142,536.106,413.841,666.469,346.337,1196.089,0.771938758379873,0.519659579065193
"Latvia",2091,58.173,60.973,62.928,62.966,61.793,61.514,63.727,67.797,71.78,73.026,69.751,65.434,66.334,71.077,72.839,70.074,131.273,245.04,534.822,411.597,664.122,345.263,1191.459,0.769596239496505,0.51987887767609
"Latvia",2092,57.664,60.457,62.649,63.031,61.941,61.33,63.028,66.868,71.061,73.024,70.538,65.877,65.359,69.556,71.919,69.367,133.189,243.801,533.667,409.39,662.057,344.031,1186.858,0.767126316598178,0.519639547652241
"Latvia",2093,57.171,59.884,62.291,63.035,62.085,61.213,62.384,65.929,70.222,72.811,71.246,66.54,64.609,68.025,71.002,68.784,135.051,242.381,532.43,407.471,660.074,342.862,1182.282,0.765304359258494,0.519429639707063
"Latvia",2094,56.69,59.263,61.862,62.96,62.2,61.141,61.81,64.994,69.295,72.418,71.794,67.287,64.131,66.596,70.004,68.247,137.017,240.775,530.939,405.995,658.03,341.864,1177.709,0.764673531234285,0.519526465358722
"Latvia",2095,56.217,58.622,61.369,62.802,62.274,61.105,61.323,64.087,68.319,71.885,72.14,68.031,63.963,65.351,68.892,67.728,139.021,239.01,529.164,404.955,655.929,340.992,1173.129,0.765273147833186,0.51986114350791
"Latvia",2096,55.912,58.094,60.879,62.622,62.42,61.237,61.052,63.341,67.417,71.308,72.363,68.82,64.097,64.225,67.489,66.76,140.476,237.507,527.958,403.047,654.677,338.95,1168.512,0.763407316491085,0.517736227177677
"Latvia",2097,55.595,57.575,60.329,62.339,62.501,61.384,60.862,62.636,66.482,70.585,72.357,69.594,64.536,63.287,66.045,65.909,141.839,235.838,526.401,401.616,653.276,337.08,1163.855,0.762946878900306,0.515984055743667
"Latvia",2098,55.274,57.075,59.743,61.974,62.506,61.532,60.748,61.992,65.542,69.749,72.147,70.3,65.199,62.581,64.628,65.117,143.015,234.066,524.516,400.54,651.689,335.341,1159.122,0.763637334228127,0.514572134868012
"Latvia",2099,54.984,56.596,59.148,61.55,62.432,61.663,60.694,61.436,64.627,68.845,71.78,70.87,65.966,62.165,63.344,64.32,143.873,232.278,522.347,399.668,649.863,333.702,1154.293,0.765138882773329,0.513495921448059
"Latvia",2100,54.774,56.129,58.557,61.074,62.27,61.749,60.679,60.971,63.744,67.899,71.279,71.25,66.74,62.062,62.26,63.467,144.421,230.534,519.841,398.95,647.655,332.21,1149.325,0.767446199895737,0.51294284765809
"Lithuania",1950,222.34,232.528,246.573,244.595,234.11,186.141,120.369,153.403,185.646,161.514,128.676,110.281,99.399,84.862,68.443,49.254,39.269,946.036,1280.14,341.227,1624.134,241.828,2567.403,0.266554439358195,0.148896581193424
"Lithuania",1951,225.771,227.319,242.642,243.186,236.509,197.119,125.308,142.233,181.032,165.927,131.998,110.401,98.54,84.199,67.703,47.791,41.933,938.918,1290.527,340.166,1632.253,241.626,2569.611,0.263586891246754,0.148032198439825
"Lithuania",1952,235.196,222.143,238.245,242.135,237.044,206.316,136.071,130.611,174.016,170.493,136.007,111.016,97.76,83.862,67.165,46.506,43.461,937.719,1301.574,338.754,1641.469,240.994,2578.047,0.260264879292303,0.146816053181632
"Lithuania",1953,245.546,217.595,233.947,241.498,236.673,214.022,150.72,120.608,165.433,174.566,140.718,112.451,97.334,83.913,66.749,46.092,43.508,938.586,1315.191,337.596,1654.023,240.262,2591.373,0.256689712748947,0.145259165078116
"Lithuania",1954,254.77,214.473,229.847,240.745,236.373,220.585,165.946,114.965,156.164,176.857,145.97,114.939,97.483,84.211,66.54,46.525,42.129,939.835,1331.799,336.888,1670.027,239.405,2608.522,0.252957090371745,0.143353969726238
"Lithuania",1955,262.096,213.84,225.744,239.44,236.645,226.143,179.536,115.223,146.829,176.534,151.528,118.524,98.317,84.616,66.712,47.308,39.71,941.12,1350.962,336.663,1688.719,238.346,2628.745,0.249202420201308,0.141140118634302
"Lithuania",1956,273.142,218.698,222.99,235.696,236.536,230.545,192.005,122.178,136.319,171.66,155.685,122.877,99.601,82.989,64.442,44.825,41.437,950.526,1367.805,333.294,1703.102,233.693,2651.625,0.243670698674153,0.137216091578778
"Lithuania",1957,277.478,225.693,221.984,233.017,236.321,233.598,203.311,135.053,126.572,164.881,160.097,127.654,102.008,82.51,62.827,41.979,42.016,958.172,1387.487,331.34,1722.512,229.332,2676.999,0.238805841063736,0.133138114567562
"Lithuania",1958,277.237,233.751,222.725,231.799,235.52,235.621,213.456,151.446,119.425,156.741,163.941,132.491,105.361,83.379,61.689,39.631,40.772,965.512,1408.641,330.832,1745.801,225.471,2704.985,0.234858988202104,0.12915045872926
"Lithuania",1959,275.619,241.177,225.304,231.93,234.078,237.038,222.473,168.108,117.141,148.218,165.867,137.206,109.506,85.568,61.091,38.056,37.486,974.03,1430.129,331.707,1771.565,222.201,2735.866,0.231942013622547,0.125426388532174
"Lithuania",1960,276.429,245.735,229.52,233.071,232.553,237.89,230.183,183.119,120.625,140.254,165.044,141.735,114.179,88.802,61.348,36.993,32.386,984.755,1451.403,333.708,1798.653,219.529,2769.866,0.229920979907028,0.122051891054028
"Lithuania",1961,281.896,250.413,229.484,231.209,232.578,236.983,234.349,195.269,127.068,132.961,162.777,146.37,117.377,91.041,63.834,39.686,33.618,993.002,1468.355,345.556,1816.941,228.179,2806.913,0.235335460430209,0.125584154906516
"Lithuania",1962,284.593,257.022,230.829,228.816,233.017,236.422,236.782,206.323,138.597,125.545,158.406,151.907,120.985,93.476,66.409,41.989,35.27,1001.26,1486.999,358.129,1836.8,237.144,2846.388,0.240840108164162,0.129107142857143
"Lithuania",1963,286.212,265.127,233.303,226.212,232.992,236.228,237.619,215.828,153.419,119.344,152.282,157.231,124.934,96.236,68.954,43.996,37.157,1010.854,1504.943,371.277,1856.089,246.343,2887.074,0.246705024708577,0.132721545141424
"Lithuania",1964,286.987,273.777,236.939,224.071,231.872,236.211,237.57,223.607,168.636,116.534,145.268,160.747,129.337,99.436,71.416,45.909,39.063,1021.774,1520.445,385.161,1873.853,255.824,2927.38,0.253321231613113,0.136522982325721
"Lithuania",1965,286.43,281.691,242.079,222.94,229.632,236.008,237.359,229.624,182.288,118.482,138.158,161.499,134.264,103.094,73.886,47.862,40.866,1033.14,1533.05,399.972,1890.254,265.708,2966.162,0.260899514040638,0.140567352324079
"Lithuania",1966,282.046,288.54,249.476,223.54,227.098,235.744,237.513,233.942,194.734,125.144,130.848,159.338,139.123,106.421,75.842,49.669,43.772,1043.602,1544.361,414.827,1907.024,275.704,3002.79,0.268607534119289,0.144572905217763
"Lithuania",1967,277.988,292.887,258.532,225.124,223.918,234.727,237.893,235.938,205.629,136.734,123.124,154.763,144.633,109.833,78.054,51.222,46.441,1054.531,1552.726,430.183,1922.483,285.55,3037.44,0.277050168542293,0.148531872583529
"Lithuania",1968,274.14,294.46,268.811,228,220.784,232.749,238.584,236.268,214.808,151.559,116.575,148.439,149.869,113.473,80.762,52.475,48.934,1065.411,1559.766,445.513,1937.635,295.644,3070.69,0.28562810062535,0.152579820244783
"Lithuania",1969,270.733,293.938,278.914,232.571,218.481,229.858,239.124,236.063,222.304,166.764,113.547,141.373,153.348,117.654,84.006,53.635,51.198,1076.156,1567.514,459.841,1953.433,306.493,3103.511,0.293356869539921,0.15689967354908
"Lithuania",1970,267.922,292.628,287.27,239.087,217.475,226.365,238.901,236.171,228.125,180.396,115.438,134.315,154.161,122.515,87.67,55.058,53.083,1086.907,1577.186,472.487,1970.434,318.326,3136.58,0.299575953628805,0.161551211560499
"Lithuania",1971,263.653,289.651,292.326,249.039,220.777,224.346,237.715,236.756,231.594,192.667,122.305,127.057,151.277,126.803,90.513,57.604,55.988,1094.669,1593.217,482.185,1993.533,330.908,3170.071,0.302648666189226,0.165990731028782
"Lithuania",1972,263.1,285.259,294.614,259.882,224.972,222.806,235.681,237.738,232.909,203.016,134.149,119.488,146.46,131.533,93.254,60.157,58.61,1102.855,1610.759,490.014,2017.101,343.554,3203.628,0.304213106988693,0.170320673084788
"Lithuania",1973,264.674,279.878,294.766,270.527,230.073,222.263,233.086,238.801,232.962,211.26,149.163,113.103,140.502,135.728,96.31,62.481,61.154,1109.845,1630.711,496.175,2041.74,355.673,3236.731,0.304269119420915,0.174200926660593
"Lithuania",1974,266.099,274.371,293.536,279.484,236.311,223.079,230.516,239.343,232.929,217.648,164.345,110.286,134.265,138.178,99.978,64.625,63.649,1113.49,1654.457,500.695,2068.206,366.43,3268.642,0.302634036424035,0.177172873495193
