"Country","Year","tax_rev_MLN_USD","tax_rev_PC_GDP","union_density_ADM","union_density_SVY","union_density","union_density.lin_inter","union_density.cst_inter","union_coverage","union_coverage.lin_inter","union_coverage.cst_inter","labor_share"
"Belgium",1971,NA,34.375,43.9300134589502,NA,43.9300134589502,43.9300134589502,43.9300134589502,NA,85.75,85,0.6601579
"Belgium",1972,NA,34.224,46.789667896679,NA,46.789667896679,46.789667896679,46.789667896679,NA,86.5,85,0.6712717
"Belgium",1973,NA,35.331,47.9524438573316,NA,47.9524438573316,47.9524438573316,47.9524438573316,NA,87.25,85,0.6779857
"Belgium",1974,NA,36.212,49.1208791208791,NA,49.1208791208791,49.1208791208791,49.1208791208791,88,88,88,0.700785
"Belgium",1975,NA,38.734,51.8635170603674,NA,51.8635170603674,51.8635170603674,51.8635170603674,90,90,90,0.7307065
"Belgium",1976,NA,38.933,53.4212261041529,NA,53.4212261041529,53.4212261041529,53.4212261041529,NA,91.2,90,0.7447726
"Belgium",1977,NA,40.846,54.3466754879259,NA,54.3466754879259,54.3466754879259,54.3466754879259,NA,92.4,90,0.7486836
"Belgium",1978,NA,41.42,53.4127772260841,NA,53.4127772260841,53.4127772260841,53.4127772260841,NA,93.6,90,0.7495776
"Belgium",1979,49.102,42.172,53.4524590163934,NA,53.4524590163934,53.4524590163934,53.4524590163934,NA,94.8,90,0.7481681
"Belgium",1980,52.031,40.509,54.1134054408391,NA,54.1134054408391,54.1134054408391,54.1134054408391,96,96,96,0.7421277
"Belgium",1981,43.989,40.772,53.3602150537634,NA,53.3602150537634,53.3602150537634,53.3602150537634,96,96,96,0.742401
"Belgium",1982,42.979,41.984,52.1203830369357,NA,52.1203830369357,52.1203830369357,52.1203830369357,NA,96,96,0.7269514
"Belgium",1983,42.154,42.682,51.8930184091699,NA,51.8930184091699,51.8930184091699,51.8930184091699,NA,96,96,0.7200336
"Belgium",1984,40.963,43.395,51.9707010812696,NA,51.9707010812696,51.9707010812696,51.9707010812696,NA,96,96,0.7105315
"Belgium",1985,41.99,43.481,52.4106833159903,NA,52.4106833159903,52.4106833159903,52.4106833159903,96,96,96,0.7034797
"Belgium",1986,56.687,43.23,51.5339538090314,NA,51.5339538090314,51.5339538090314,51.5339538090314,NA,96,96,0.6978377
"Belgium",1987,70.282,43.858,51.6317416695294,NA,51.6317416695294,51.6317416695294,51.6317416695294,NA,96,96,0.6946517
"Belgium",1988,74.777,42.547,50.9306260575296,NA,50.9306260575296,50.9306260575296,50.9306260575296,NA,96,96,0.6762232
"Belgium",1989,72.338,40.739,52.8452579034942,NA,52.8452579034942,52.8452579034942,52.8452579034942,NA,96,96,0.6737449
"Belgium",1990,89.387,41.172,53.9495247459849,NA,53.9495247459849,53.9495247459849,53.9495247459849,96,96,96,0.6825834
"Belgium",1991,91.649,41.387,54.3428384136349,NA,54.3428384136349,54.3428384136349,54.3428384136349,NA,96,96,0.7000951
"Belgium",1992,99.732,40.961,54.3270812767358,NA,54.3270812767358,54.3270812767358,54.3270812767358,NA,96,96,0.7014763
