"Country","Year","countrycode","currency_unit","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","i_emp","yr_sch","source","i_labsh","i_labsh2","comp_sh","lab_sh1","lab_sh2","lab_sh3","lab_sh4","i_comp_sh","i_lab_sh1","i_lab_sh2","i_lab_sh3","i_lab_sh4"
"Australia",1950,"AUS","Australian Dollar",113607.1796875,103013.5,8.38667392730713,3.54970955848694,2178.24560546875,2.66730189323425,72903.2265625,109289.046875,113652.3828125,104950.5234375,259478.453125,NA,NA,NA,119510.3828125,77830.90625,103973.7734375,351262.28125,NA,NA,NA,0.680492460727692,0.0526137202978134,0.0286860261112452,0.893199980258942,0.0807531848549843,0.0847245827317238,0.09174944460392,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.618542850017548,0.34669503569603,0.0761009231209755,0.10308288782835,-0.12551112473011,-0.0189106184989214,0.0767502784729004,0.0926817432045937,0.113288506865501,0.159019663929939,0.0887150689959526,0.116929471492767,NA,1,8.60393333435059,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1951,"AUS","Australian Dollar",106139.8203125,99811.515625,8.63344860076904,3.60746169090271,2158.10131835938,2.67434358596802,75066.75,119657.2109375,107370.1484375,101653.71875,290104.40625,NA,NA,NA,122550.046875,80921.25,113430.0625,378409.15625,NA,NA,NA,0.680492460727692,0.0390594229102135,0.0301488153636456,0.893099963665009,0.0964957475662231,0.0983004495501518,0.103828318417072,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.644561052322388,0.438650548458099,0.0938945114612579,0.0859676897525787,-0.190877616405487,-0.0721961632370949,0.0912592560052872,0.101338617503643,0.132442861795425,0.14103764295578,0.0864974036812782,0.127567172050476,NA,1,8.64270496368408,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1952,"AUS","Australian Dollar",103085.4375,97966.3203125,8.8166675567627,3.66615319252014,2138.1435546875,2.68140339851379,70525.4296875,98959.09375,105588.0234375,101300.7421875,298346.625,NA,NA,NA,117533.7890625,77752.9140625,93323.359375,385799.71875,NA,NA,NA,0.680492460727692,0.0373805612325668,0.0309573113918304,0.892899990081787,0.106985867023468,0.104708701372147,0.10914021730423,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.59092104434967,0.280685633420944,0.105277471244335,0.114666022360325,-0.0983129739761353,0.00676283007487655,0.102623209357262,0.09906055778265,0.131473392248154,0.128212288022041,0.0873510539531708,0.132037594914436,NA,1,8.68147563934326,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1953,"AUS","Australian Dollar",114691.0390625,110735.296875,8.98578643798828,3.72580003738403,2118.3701171875,2.6884822845459,77274.3984375,114641.9921875,117380.953125,114631.71875,308891.90625,NA,NA,NA,130284.546875,84593.796875,107449.3828125,400856.28125,NA,NA,NA,0.680492460727692,0.0444090366363525,0.0312215313315392,0.892999947071075,0.106281712651253,0.102775610983372,0.105240501463413,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.583212792873383,0.325979560613632,0.0908973142504692,0.110454723238945,-0.101502381265163,-0.00904198084026575,0.102624967694283,0.0955251753330231,0.129743978381157,0.115648537874222,0.092280313372612,0.126733586192131,NA,1,8.72024726867676,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1954,"AUS","Australian Dollar",122471.890625,119143.6015625,9.19485473632812,3.78641700744629,2098.77978515625,2.69557976722717,83515.0390625,127443.8203125,124782.5078125,122916.953125,321927.0625,0.0509642027318478,0.827971875667572,0.857943892478943,140700.171875,91185.703125,119636.6328125,421152.5,0.0685920566320419,0.742752969264984,0.664091229438782,0.680492460727692,0.0437292158603668,0.0318468995392323,0.893099963665009,0.108280472457409,0.105257622897625,0.106855146586895,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.590301215648651,0.357385903596878,0.0891416370868683,0.105485856533051,-0.115612916648388,-0.0267016794532537,0.10444962233305,0.0995107367634773,0.133648529648781,0.109731122851372,0.0951523035764694,0.130927681922913,0.581487596035004,1,8.75901889801025,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1955,"AUS","Australian Dollar",126965.40625,125153.5703125,9.41100025177002,3.84802031517029,2079.37036132812,2.70269584655762,85096.2578125,130631.40625,128597.953125,128034.953125,340607,0.0531676933169365,0.811300456523895,0.826989889144897,146249.9375,93179.109375,123244.953125,441615.53125,0.0730394721031189,0.751839637756348,0.666212022304535,0.680492460727692,0.0414222478866577,0.0325416959822178,0.892999947071075,0.113901808857918,0.110799096524715,0.111286327242851,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.577395915985107,0.355646342039108,0.087237112224102,0.105988331139088,-0.103012457489967,-0.0232552420347929,0.109268188476562,0.105000771582127,0.144570335745811,0.105466738343239,0.100473001599312,0.135505527257919,0.539696156978607,1,8.79779052734375,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1956,"AUS","Australian Dollar",129516.09375,126852.4375,9.63774490356445,3.91062545776367,2060.140625,2.71145153045654,84602.671875,125913.6171875,131077.578125,129697.9765625,362216.1875,0.0534731969237328,0.802376568317413,0.781825363636017,146585.625,93385.203125,119156.5,456063.5625,0.0758161917328835,0.739543914794922,0.63212662935257,0.680492460727692,0.0411093942821026,0.032948300242424,0.892999947071075,0.121207512915134,0.11668199300766,0.117923133075237,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.566540420055389,0.318516463041306,0.0857648327946663,0.115507513284683,-0.0848688259720802,-0.00146040273830295,0.116558387875557,0.107413947582245,0.151918485760689,0.119279623031616,0.105571746826172,0.136534616351128,0.566019952297211,1,8.8453540802002,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1957,"AUS","Australian Dollar",129437.5078125,127705.40625,9.85276794433594,3.96181726455688,2041.08862304688,2.72023558616638,87820.0390625,131164.671875,131156.5,130486.6328125,373674.8125,0.0545752458274364,0.779725730419159,0.789174556732178,149796.328125,97157.5546875,123931.2734375,471000.5,0.0787085071206093,0.74323296546936,0.646574378013611,0.680492460727692,0.0370512045919895,0.0331342220306396,0.893099963665009,0.123129926621914,0.118389166891575,0.118996940553188,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.584905624389648,0.332176804542542,0.088113859295845,0.102203093469143,-0.0933353155851364,-0.0140640763565898,0.118884310126305,0.10878399759531,0.151312664151192,0.1141287535429,0.107120759785175,0.139744639396667,0.531065762042999,1,8.89291858673096,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1958,"AUS","Australian Dollar",138452.109375,138138.3125,10.0583915710449,3.9969482421875,2022.212890625,2.72904777526855,90748.1796875,140963.90625,140530.484375,141561.765625,380069.75,0.0555818155407906,0.831951677799225,0.826312303543091,159957.34375,100356.3828125,132650.203125,490976.6875,0.0828433558344841,0.779299318790436,0.679550647735596,0.680492460727692,0.0391267277300358,0.0334360376000404,0.893099963665009,0.125409036874771,0.119642972946167,0.118771366775036,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.552790582180023,0.354726642370224,0.0882595181465149,0.102250292897224,-0.0823282897472382,-0.0156986992806196,0.121280737221241,0.109222710132599,0.151265561580658,0.105722770094872,0.113107413053513,0.14401738345623,0.551982223987579,1,8.9404821395874,1,1,0,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,0,0,0,0,0
"Australia",1959,"AUS","Australian Dollar",148550.953125,147163.828125,10.2779788970947,4.04613256454468,2003.51159667969,2.73788905143738,97178.5078125,150897.984375,150086.5625,150301.671875,394882.59375,0.0566088519990444,0.841501772403717,0.842856764793396,169755.734375,107637.2734375,142369.140625,512816.125,0.0873120054602623,0.809860050678253,0.714192390441895,0.680492460727692,0.0414104498922825,0.0338436402380466,0.892999947071075,0.130366504192352,0.123996697366238,0.123819246888161,"Extrapolated","Extrapolated","Market-based","Regular","Regular",NA,NA,0.564715087413788,0.357411056756973,0.0818413347005844,0.104660086333752,-0.091188482940197,-0.017439104616642,0.125073552131653,0.112473733723164,0.166888579726219,0.113596469163895,0.114039979875088,0.148397639393806,0.543692171573639,1,8.98804664611816,1,1,1,0.505448162555695,0.762679934501648,0.680492460727692,0.647761404514313,0.623364210128784,1,1,1,0,0
