"Country","Year","Ny","No","n","p","p1","dep","K","L","Y","theta","tau","u","k"
"France",2083,NA,NA,1.00976926294091,0.78033158003055,NA,0.772782068804379,NA,NA,NA,NA,NA,NA,NA
"France",2084,NA,NA,1.00977994342077,0.78376543759468,NA,0.776174494949433,NA,NA,NA,NA,NA,NA,NA
"France",2085,NA,NA,1.00924841927163,0.788229787341787,NA,0.781006709835276,NA,NA,NA,NA,NA,NA,NA
"France",2086,NA,NA,1.00940995145257,0.789812662825919,NA,0.782449847744574,NA,NA,NA,NA,NA,NA,NA
"France",2087,NA,NA,1.0091787027897,0.791470271164753,NA,0.784271674557612,NA,NA,NA,NA,NA,NA,NA
"France",2088,NA,NA,1.00850751924682,0.793620669175183,NA,0.786925882087505,NA,NA,NA,NA,NA,NA,NA
"France",2089,NA,NA,1.007293634051,0.796576937395296,NA,0.790809065467561,NA,NA,NA,NA,NA,NA,NA
"France",2090,NA,NA,1.00543331980214,0.800578416558011,NA,0.796252124124507,NA,NA,NA,NA,NA,NA,NA
"France",2091,NA,NA,1.00390594668065,0.801335656244258,NA,0.798217859844167,NA,NA,NA,NA,NA,NA,NA
"France",2092,NA,NA,1.00186897967547,0.80219585189675,NA,0.800699361064757,NA,NA,NA,NA,NA,NA,NA
"France",2093,NA,NA,0.99943994184692,0.80350500414996,NA,0.803955265851312,NA,NA,NA,NA,NA,NA,NA
"France",2094,NA,NA,0.996788596463317,0.805730657156539,NA,0.808326519801023,NA,NA,NA,NA,NA,NA,NA
"France",2095,NA,NA,0.99398002201143,0.80937733275146,NA,0.81427927606995,NA,NA,NA,NA,NA,NA,NA
"France",2096,NA,NA,0.992108094340896,0.810068951338215,NA,0.81651279327217,NA,NA,NA,NA,NA,NA,NA
"France",2097,NA,NA,0.990287428896112,0.811083432085222,NA,0.819038400789706,NA,NA,NA,NA,NA,NA,NA
"France",2098,NA,NA,0.988420040875809,0.812775973849081,NA,0.822298152846946,NA,NA,NA,NA,NA,NA,NA
"France",2099,NA,NA,0.986413537465878,0.815548757499802,NA,0.826781797414265,NA,NA,NA,NA,NA,NA,NA
"France",2100,NA,NA,0.984217099787478,0.819853976974278,NA,0.833001151017706,NA,NA,NA,NA,NA,NA,NA
"United States",1970,1.5488758503936,0.461825540101838,1.59727372629601,0.476256248136138,0.560957405255052,0.298168210179323,1,1,1,0.67528909444809,0.25721,0.354370461812108,1
"United States",1971,1.57478746897181,0.471784272136789,1.60985824684834,0.482290986052,0.568976855315788,0.299585995845407,1.0392238505108,1.00006267247312,1.04161539447707,0.664631366729736,0.23869,0.364953879696502,1.03915872386362
"United States",1972,1.60138370889861,0.481155643158061,1.62546920342069,0.488392429409322,0.576731660631018,0.300462431636068,1.07572899540893,1.02689954773166,1.09775495587617,0.667122483253479,0.24414,0.35874235386225,1.04755036438094
"United States",1973,1.6291722234072,0.490047484625216,1.64350571464996,0.494358932628375,0.584026690739212,0.300795384051139,1.11569210953045,1.05985473313142,1.16075141941424,0.669943690299988,0.24416,0.349451999055766,1.05268399022388
"United States",1974,1.65876153071104,0.498711511698409,1.66301988267937,0.499991797687776,0.590776305881754,0.300652928383643,1.16628088516335,1.07965599295619,1.17192176743502,0.667877316474915,0.25151,0.349119223609324,1.08023378999636
"United States",1975,1.69031486070449,0.507407963461014,1.68359010822597,0.505389290467462,0.597074912461927,0.300185471510046,1.2125682156962,1.06606065866968,1.18977293856791,0.652680277824402,0.24595,0.369312378745003,1.13742891254363
"United States",1976,1.71857242215674,0.519080904681177,1.69837329694896,0.512979922231183,0.606051775429549,0.302041914550073,1.24622067909231,1.09944248512925,1.2566296642728,0.648857772350311,0.23968,0.36025827544149,1.13350238502545
"United States",1977,1.74905745203044,0.531008264342251,1.71599622712021,0.520970981898368,0.613774096400301,0.303596810799907,1.28404458742816,1.13709963680581,1.31469587502732,0.648661971092224,0.25215,0.349878624349483,1.12922785819818
"United States",1978,1.78107691372648,0.543110144496699,1.73208191689957,0.528169925126495,0.620653264720382,0.30493357154373,1.32453686825903,1.1837428145019,1.38264336187069,0.649764835834503,0.24963,0.335378048315048,1.11893973254349
