"Country","Year","Specification","Sequence","Period","Ny","No","n","p","p1","eta","AK","AL","k1","k2","k","X","L","w","r","Y","u","theta","tau","b","h","S","K","phi","sigma","a","alpha","gamma","omega","beta","A"
"France",2070,".cst",3,3,1.87868886093398,1.37984145072725,1.01106627673088,0.742598301973306,0.858609575026038,2.18158881896264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.5,0.982570839854923,0.739004473921546,28.23
"France",2080,".cst",4,3,1.83170370187444,1.40498489391427,1.00872699511094,0.773731138264388,0.897365173077799,2.12336349878076,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.5,0.982570839854923,0.739004473921546,28.23
"United States",1970,".cst",1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.00821080726832,1,1,0.653902676249728,0.142415238128972,1,0.170099987957235,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,9.66447791345474,1.66555877459957,4.52187627888963,1,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",1980,".cst",2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.01784337176523,1,1,0.797412309316031,0.140031501588137,1.296,0.17679439071515,1.097052858479,16.531754455479,6.44240966246432,27.2959009417224,0.384712724293186,0.664429744223413,0.282913346974749,9.93367065123422,1.655370443108,5.90345018169819,1.42178050458879,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",1990,".cst",3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.04219763970614,1,1,0.960757995536182,0.134213181181541,1.666,0.183457794788051,1.12912005665265,17.7197958988937,5.63346809805022,30.6049727380557,0.423314528489686,0.653742681637926,0.309094882951478,10.1906624510534,1.66849029834067,6.8812479135479,1.88111401438331,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2000,".cst",4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.17399097505032,1,1,1.07681431169911,0.107287530571471,2.051,0.189106909484681,1.15287868707633,18.7987371435159,5.0495895791618,33.6126915797257,0.474980832911208,0.644776195482723,0.347119273648067,10.1586134724561,1.6606228173355,7.45167015936869,2.36455418719356,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2010,".cst",1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.76095285202702,1,1,1.78428398421225,0.223989456422731,3.218,0.201756331391924,1.40518218734917,21.4792027210949,4.00475038440704,48.2911788282686,0.445530147852006,0.625004271887359,0.316023932985518,12.0070799131808,1.98632883720899,10.3338443785913,4.52187627888963,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2020,".cst",2,2,2.57490120030118,1.13068890797343,1.4441454962745,0.634152212887378,0.687350319801348,2.16820059796177,1,1,2.29268998010785,0.8024160784115,3.113,0.200805716556697,1.89638618107876,21.2641217960449,4.07270554236985,64.3680010009019,0.263511088947043,0.626475672690695,0.190214783526139,14.0866745320692,2.37529979868978,13.2962541660344,5.90345018169819,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2030,".cst",3,2,2.53631450671889,1.30877007464217,1.29539433702185,0.668439713869851,0.723180221906701,1.87540329832733,1,1,2.71308936463477,1.72606169608173,3.103,0.200713675226969,2.21761131599997,21.2434204516304,4.07936621566681,75.1807798442357,0.125656021709709,0.626618261764315,0.111189151684199,15.4477399522913,2.62539859996815,15.2573961745084,6.8812479135479,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2040,".cst",4,2,2.62225022135419,1.41440265646325,1.19416868621722,0.644116777375506,0.732544941351919,1.80171368933334,1,1,2.84170827737426,2.13291193518227,3.096,0.200649086544399,2.40687020651444,21.2289065314988,4.08404888379733,81.5282078443398,0.0821355693235593,0.626718334654177,0.0886640998361545,15.829431306856,2.70027915498119,16.4356538943545,7.45167015936869,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2050,".cst",1,3,2.89444015726975,1.64023791615906,1.14211510827655,0.647220327049491,0.747184873752377,1.7261860282544,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2060,".cst",2,3,2.89065045083271,1.76985916348389,1.1226257731732,0.687350319801348,0.770998225823901,1.61463822150499,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2070,".cst",3,3,2.80357441480813,1.83421248779415,1.10537333102076,0.723180221906701,0.807877912939298,1.53565149865467,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",2080,".cst",4,3,2.83511585119552,1.92091613461196,1.08117670392698,0.732544941351919,0.844757600054696,1.50658307740546,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"France",1970,"0",1,1,1.48550559563973,0.546489342702738,1.13420764298084,0.417253486705376,0.583439336814264,3.87287200723221,1,1,0.673171479754239,0.191270723471893,1,0.111590873093943,1,20.6008755201101,7.62912447988987,28.23,0.326828520245761,0.729751169681549,0.33749,12.2071650176723,6.58877583817975,5.49533110658306,1,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.389676067298862,0.975819202485631,0.712392420815659,28.23
"France",1980,"0",2,1,1.61880130424307,0.516253298645703,1.39082300545825,0.443548545777756,0.612781620210724,4.53064470165975,1,1,1.0846812208965,0.0931500179851164,2.341,0.127086035277168,0.750056973547721,24.9677410228006,4.75452839689416,27.0756256363146,0.536659025674286,0.691663731779761,0.480507274114804,11.4226260152094,5.97902906420047,5.7137550779089,1.75588337507522,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.376099746438989,0.975819202485631,0.712392420815659,28.23
"France",1990,"0",3,1,1.76238219028369,0.628505945581033,1.36164150128402,0.485592616644142,0.666510958052407,4.15482462160899,1,1,1.42757947459685,0.13857018894756,2.94,0.112823677438542,0.85576212287212,26.4027086576467,4.20730443640933,33.1797662320904,0.514428750137127,0.680970379730682,0.46575946214801,12.6004664371384,6.4119589832581,7.24525438611487,2.51594064124403,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.305390864199922,0.975819202485631,0.712392420815659,28.23
"France",2000,"0",4,1,1.81959142137297,0.693625743497129,1.37651312106404,0.52472490572151,0.683436019881079,3.91740343531186,1,1,1.77778716183384,0.181499607733125,3.594,0.107646188011035,0.900068522175807,27.7802568152171,3.78337932521695,37.2427851905911,0.505345809172554,0.671381975579362,0.459474767172655,13.4834827333188,6.79581022515983,8.13048981220279,3.23484626869985,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.274557808674484,0.975819202485631,0.712392420815659,28.23
"France",2010,"0",1,2,1.97324079979518,0.866702399553922,1.32832942910956,0.583439336814264,0.685327857682168,3.40280242576987,1,1,2.78492675965015,0.346253958825273,5.341,0.117764375338399,1.02889554513819,30.8489696441353,3.08212784514422,48.6776804608409,0.478575779882016,0.652051764555376,0.438146384050846,15.4070476247149,7.8208821952205,10.1795226098359,5.49533110658306,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2020,"0",2,2,1.83717278352147,0.991971686013303,1.13489702454898,0.612781620210724,0.707316362457828,2.79598997511128,1,1,3.11008040678506,0.852374583039822,4.678,0.114902808555134,1.22140980716308,29.7663734744562,3.29873897863103,55.2051270752289,0.335168788630812,0.658579056177801,0.350335559657221,17.2390514928998,8.79576459288954,10.9960659863106,5.7137550779089,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2030,"0",3,2,1.85812632086635,1.17464704210048,1.05432654228493,0.666510958052407,0.742598301973306,2.42636242353632,1,1,3.89922595937223,1.63330925415935,5.145,0.116951298047268,1.4082127086715,30.537571367576,3.14153196837642,65.7645943647829,0.242132952502968,0.653898902702149,0.301884433926683,18.9657714731235,9.63723415201611,12.7960921994424,7.24525438611487,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2040,"0",4,2,1.81585672907761,1.24357431883289,0.997947510495219,0.683436019881079,0.773731138264388,2.27090526732098,1,1,4.47749521314537,2.21289871709386,5.612,0.11884788756612,1.44876867644383,31.2686948173163,3.00546190995916,69.736983044496,0.202156947051788,0.649599446762773,0.283539168782584,19.8924018823456,10.0282732988141,13.5603790330746,8.13048981220279,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2050,"0",1,3,1.92115195712475,1.35231689001468,0.973602389188466,0.685327857682168,0.800578416558011,2.23553722786249,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2060,"0",2,3,1.84621643783986,1.29946237044693,1.00492259323647,0.707316362457828,0.819853976974278,2.25449512281292,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2070,"0",3,3,1.87868886093398,1.37984145072725,1.01106627673088,0.742598301973306,0.858609575026038,2.19668310749173,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"France",2080,"0",4,3,1.83170370187444,1.40498489391427,1.00872699511094,0.773731138264388,0.897365173077799,2.13805492964259,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.280109729856473,0.975819202485631,0.712392420815659,28.23
"United States",1970,"0",1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.0642505235379,1,1,0.653902676249728,0.129191238322824,1,0.111499090988197,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,10.2477481616652,0.988530623921112,4.60611394702872,1,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.286885107000815,1.50522241284849,0.0818237404645776,22.84
"United States",1980,"0",2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.07406253230116,1,1,0.797412309316031,0.127028844188659,1.281,0.0985604577966497,1.10989891068602,16.4795249071854,6.48294555183087,27.5079323410118,0.377507955256806,0.664921176785013,0.281892662956745,10.7233328896117,0.977533450959134,6.0623005264934,1.42178050458879,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.234871680532634,1.50522241284849,0.0818237404645776,22.84
"United States",1990,"0",3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.09887049393338,1,1,0.960757995536182,0.121750785266295,1.617,0.0769965780906657,1.16333581594515,17.572213497529,5.72338579137452,31.2087265489873,0.405839211171192,0.655021450331292,0.30663885222286,11.2809788416442,0.997283259504505,7.14951032287795,1.88111401438331,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.167876341353035,1.50522241284849,0.0818237404645776,22.84
"United States",2000,"0",4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.23311899668174,1,1,1.07681431169911,0.0973253221581101,1.959,0.0672779591264012,1.2070210246011,18.5526371593285,5.1723669813599,34.6237651165814,0.450324496325109,0.64676452828583,0.343914175158375,11.3801466664237,1.0133302897677,7.81311162887262,2.36455418719356,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.138686463920691,1.50522241284849,0.0818237404645776,22.84
"United States",2010,"0",1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.81238641981005,1,1,1.81752326650523,0.203190863749446,3.135,0.0651838577508357,1.46925484753707,21.30952973035,4.05817025731063,50.0015244766678,0.420247761880309,0.626163505667951,0.313091454858007,13.713988940238,1.22315745759709,10.9113091848462,4.60611394702872,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2020,"0",2,2,2.57490120030118,1.13068890797343,1.4441454962745,0.634152212887378,0.687350319801348,2.20859183185792,1,1,2.35438180143934,0.727907548251588,3.16,0.0652740896840571,1.91844953370044,21.3609065106984,4.04184707807251,65.4827128042729,0.254942467898943,0.625811292475868,0.187808254834618,16.2528704428972,1.44068816173404,13.844355586224,6.0623005264934,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2030,"0",3,2,2.53631450671889,1.30877007464217,1.29539433702185,0.668439713869851,0.723180221906701,1.91034003496672,1,1,2.81885795469701,1.56578783891405,3.269,0.0656606191691073,2.18706342088649,21.5822081946689,3.97299184535687,75.6066042956061,0.137700227991127,0.624306018293965,0.110429441263993,17.97878066263,1.58170364678581,15.7378299900624,7.14951032287795,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2040,"0",4,2,2.62225022135419,1.41440265646325,1.19416868621722,0.644116777375506,0.732544941351919,1.83527766819589,1,1,2.97954465414736,1.93485990516118,3.323,0.0658481089411278,2.35122227772273,21.6902667500154,3.94020593295945,81.7839071873431,0.103357010488305,0.62357791583082,0.0893041069442644,18.4944236078187,1.61985922766223,16.9232228351351,7.81311162887262,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2050,"0",1,3,2.89444015726975,1.64023791615906,1.14211510827655,0.647220327049491,0.747184873752377,1.75834300841622,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2060,"0",2,3,2.89065045083271,1.76985916348389,1.1226257731732,0.687350319801348,0.770998225823901,1.64471718658036,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2070,"0",3,3,2.80357441480813,1.83421248779415,1.10537333102076,0.723180221906701,0.807877912939298,1.56425902644682,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"United States",2080,"0",4,3,2.83511585119552,1.92091613461196,1.08117670392698,0.732544941351919,0.844757600054696,1.5346490919249,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.122115824504624,1.50522241284849,0.0818237404645776,22.84
"France",1970,"1",1,1,1.48550559563973,0.546489342702738,1.13420764298084,0.417253486705376,0.583439336814264,3.84625995412632,1,1,0.673171479754239,0.197416251494304,1,0.134547704312804,1,20.6008755201101,7.62912447988987,28.23,0.326828520245761,0.729751169681549,0.33749,11.9301194025982,6.83490542544804,5.45757048785625,1,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.5,0.982570839854923,0.739004473921546,28.23
"France",1980,"1",2,1,1.61880130424307,0.516253298645703,1.39082300545825,0.443548545777756,0.612781620210724,4.49951282919422,1,1,1.0846812208965,0.0961429279058015,2.36,0.15282657312135,0.744018379269159,25.0164801672303,4.73379256571958,26.9247086962434,0.540389313179451,0.691287740158118,0.480764067538082,11.1485710487325,6.18272636158921,5.64542165559295,1.75588337507522,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.482579991434962,0.982570839854923,0.739004473921546,28.23
"France",1990,"1",3,1,1.76238219028369,0.628505945581033,1.36164150128402,0.485592616644142,0.666510958052407,4.12627515927989,1,1,1.42757947459685,0.143022448884628,2.959,0.1367482760611,0.850267198798254,26.4451934149538,4.19290030260347,33.0345688026152,0.517546645962539,0.680665174138149,0.466093764004459,12.3146683276766,6.62652906931573,7.16594919297747,2.51594064124403,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.391852220123263,0.982570839854923,0.739004473921546,28.23
"France",2000,"1",4,1,1.81959142137297,0.693625743497129,1.37651312106404,0.52472490572151,0.683436019881079,3.89048538894652,1,1,1.77778716183384,0.187331189823336,3.615,0.13089490291961,0.894839908354039,27.8218961402494,3.77182723392071,37.0974242462053,0.508219318994788,0.671101659973685,0.459906094083123,13.1828426385045,7.02176621244373,8.04369716752155,3.23484626869985,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.352289801344038,0.982570839854923,0.739004473921546,28.23
"France",2010,"1",1,2,1.97324079979518,0.866702399553922,1.32832942910956,0.583439336814264,0.685327857682168,3.37942040883403,1,1,2.76579041362957,0.357379097938077,5.324,0.142463491145093,1.02508837112251,30.8222286772743,3.08714256671503,48.4438063530614,0.480505181512102,0.652209447764749,0.438246372164713,15.0154660360577,8.06894246737791,10.0546729834305,5.45757048785625,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2020,"1",2,2,1.83717278352147,0.991971686013303,1.13489702454898,0.612781620210724,0.707316362457828,2.77677760931085,1,1,3.0728855261898,0.879761376954637,4.608,0.138831250093122,1.22513490789778,29.6469277091348,3.32446574193734,55.0894969411928,0.333141161851173,0.659317802214739,0.349993673581178,16.7727252186203,9.08839680212594,10.8803583935026,5.64542165559295,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2030,"1",3,2,1.85812632086635,1.17464704210048,1.05432654228493,0.666510958052407,0.742598301973306,2.40968991653152,1,1,3.85654576467996,1.68578747773952,5.059,0.141171130240358,1.41647542853874,30.3987408937664,3.1687439814856,65.7661279114147,0.237686150488246,0.654730191695872,0.301880205435098,18.4278939799228,9.97303527336105,12.6781972870768,7.16594919297747,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2040,"1",4,2,1.81585672907761,1.24357431883289,0.997947510495219,0.683436019881079,0.773731138264388,2.25530096863527,1,1,4.42969813571552,2.28399914914015,5.512,0.14334714184838,1.45930645274339,31.1152245384474,3.03305573057095,69.8036297364442,0.196353748963078,0.650491215413244,0.283690630134418,19.3116196282809,10.3870530253466,13.4417014131706,8.04369716752155,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2050,"1",1,3,1.92115195712475,1.35231689001468,0.973602389188466,0.685327857682168,0.800578416558011,2.22017595712673,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2060,"1",2,3,1.84621643783986,1.29946237044693,1.00492259323647,0.707316362457828,0.819853976974278,2.23900358479586,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2070,"1",3,3,1.87868886093398,1.37984145072725,1.01106627673088,0.742598301973306,0.858609575026038,2.18158881896264,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"France",2080,"1",4,3,1.83170370187444,1.40498489391427,1.00872699511094,0.773731138264388,0.897365173077799,2.12336349878076,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270248830318451,1.27882141577231,NA,0.66897175856968,0.359413565988444,0.982570839854923,0.739004473921546,28.23
"United States",1970,"1",1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.00821080726832,1,1,0.653902676249728,0.142415238128972,1,0.170099987957235,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,9.66447791345474,1.66555877459957,4.52187627888963,1,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.5,1.53326307965775,0.137863456734156,22.84
"United States",1980,"1",2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.01784337176523,1,1,0.797412309316031,0.140031501588137,1.281,0.15278961843433,1.10989891068602,16.4795249071854,6.48294555183087,27.5079323410118,0.377507955256806,0.664921176785013,0.281861654935829,10.1577405421744,1.66966517440101,5.94907275594256,1.42178050458879,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.409347984264598,1.53326307965775,0.137863456734156,22.84
"United States",1990,"1",3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.04219763970614,1,1,0.960757995536182,0.134213181181541,1.614,0.122410341166318,1.16549815017553,17.5630917627665,5.72903217883787,31.2467136813324,0.404734823087867,0.655100922600276,0.306374041718305,10.7786451014087,1.69830591654068,7.026507932801,1.88111401438331,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.292584622304144,1.53326307965775,0.137863456734156,22.84
"United States",2000,"1",4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.17399097505032,1,1,1.07681431169911,0.107287530571471,1.956,0.108238674777564,1.20887228384129,18.5444983529346,5.17652473815615,34.6581033213212,0.44948143573665,0.646830839782621,0.343320987121332,10.9285053000339,1.72283943269815,7.68137494842144,2.36455418719356,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.241710811290558,1.53326307965775,0.137863456734156,22.84
"United States",2010,"1",1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.76095285202702,1,1,1.78428398421225,0.223989456422731,3.053,0.104859836221008,1.48112554172605,21.1393300280199,4.11318494137712,49.9093150565759,0.415563712999592,0.627337834710504,0.311740962320477,13.1009591871154,2.05328968728105,10.6800053605751,4.52187627888963,0.32471090555191,1.23365228439284,NA,0.66897175856968,0.212830540039635,1.53326307965775,0.137863456734156,22.84
