"Specification","Country","Year","Sequence","Period","Ny","No","n","p","p1","eta","AK","AL","k1","k2","k","X","L","w","Y","u","theta","tau","b","h","S","K","phi","sigma","a","alpha","gamma","omega","beta","A"
".cst","France",2070,3,3,1.52358967589863,1.11903159294822,1.01106627673088,0.742598301973306,0.858609575026038,1.75698658904432,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26978971646712,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.5,1.22002385870924,1.48760134019268,25.777
".cst","France",2080,4,3,1.51826759521563,1.16456773768301,1.00872699511094,0.773731138264388,0.897365173077799,1.71009365220253,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81573010703436,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.5,1.22002385870924,1.48760134019268,25.777
".cst","United States",1970,1,1,1.19312415621366,0.355751694179942,1.59727372629601,0.476256248136138,0.560957405255052,2.41818566209229,1,1,0.838135742028278,0.438902903517372,0.999978239356984,0.170945853852345,1.00002176111655,22.2844114926168,33.0004849350753,0.161846019202153,0.67528996831821,0.257208000979573,13.9517133711345,16.2863019027598,5.25191710340348,1,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",1980,2,1,1.41143770747551,0.434438641680041,1.76140352737387,0.542157653738335,0.634152212887378,2.4259289124321,1,1,1.00732784525912,0.431307716328763,1.27034182862173,0.17694549731968,1.11921096554883,23.7671898120902,39.9642693384139,0.207041898044058,0.665607050956471,0.280061373079615,14.3359625213435,16.1198748296478,6.95221999441361,1.42178050458879,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",1990,3,1,1.61948865418536,0.502449645934745,1.60929895769471,0.499288271891971,0.668439713869851,2.44550637735017,1,1,1.16154812787469,0.412787775274469,1.54183924818281,0.18191195643212,1.22004548567587,25.0742114940196,46.5155256457708,0.246647710360415,0.657665975294466,0.300060593723078,14.6313490336455,16.1470584976729,8.42218513003494,1.88111401438331,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2000,4,1,1.83186461476798,0.53861576068192,1.70356699419654,0.500892929015935,0.644116777375506,2.55145000108777,1,1,1.29079090677946,0.327459606754382,1.87729781463749,0.187060729961435,1.25955198411082,26.5105807599975,51.4107352213348,0.312420812129529,0.649503541476836,0.333285785574502,14.659512003588,16.2354019964258,9.23057095894038,2.36455418719356,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2010,1,2,1.97721297514694,0.669291830816739,1.65717286407272,0.560957405255052,0.647220327049491,2.21942444470749,1,1,2.65622225294833,0.701068383065369,3.85233265237399,0.206720772870603,1.36330830624583,32.8602494402231,72.3753168430354,0.310489905041964,0.618976924195351,0.335114056658199,17.7680724457612,19.9406040576946,12.2956491424435,5.25191710340348,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2020,2,2,2.03832140852277,0.895066345548283,1.4441454962745,0.634152212887378,0.687350319801348,1.74293356897158,1,1,3.41075748179091,2.62343353496301,3.67815794487524,0.205415177975788,1.89013633960448,32.3916689686296,98.5946934224891,0.0726995596958788,0.620973284593432,0.239852598801958,20.0502809394744,23.1011268443495,15.5951040404866,6.95221999441361,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2030,3,2,2.09787643150285,1.08253053261913,1.29539433702185,0.668439713869851,0.723180221906701,1.50756501362813,1,1,4.01462402816621,5.79288071069378,4.01462402816621,0,2.09787643150285,33.2860080789786,113.14116159686,0,0.61719299026218,0.192607073539689,26.8748874730681,20.1304142242788,18.3826990986062,8.42218513003494,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2040,4,2,2.18755536034529,1.17993473225257,1.19416868621722,0.644116777375506,0.732544941351919,1.4483287541599,1,1,4.21958279377369,7.21028194355963,4.21958279377369,0,2.18755536034529,33.8098131428628,120.254449566106,0,0.615036185686287,0.182157120913894,27.6511149221222,18.5647593136178,19.8935535901305,9.23057095894038,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2050,1,3,2.25820481119575,1.2796924284211,1.14211510827655,0.647220327049491,0.747184873752377,1.38761495489052,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2956491424435,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2060,2,3,2.28827214721836,1.40104087200606,1.1226257731732,0.687350319801348,0.770998225823901,1.29794593759044,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5951040404866,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2070,3,3,2.31893665916025,1.51714274326707,1.10537333102076,0.723180221906701,0.807877912939298,1.23445153080524,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3826990986062,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
".cst","United States",2080,4,3,2.36513389415592,1.60248261314822,1.08117670392698,0.732544941351919,0.844757600054696,1.2110845382678,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8935535901305,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33
"0","France",1970,1,1,1.16751885800966,0.42950805111709,1.13420764298084,0.417253486705376,0.583439336814264,3.10627096549067,1,1,0.856517214381237,0.586335058868841,1.00002024928516,0.108159339510599,0.999979751124866,19.077961839102,26.1426136935126,0.143500129128887,0.729750121984518,0.337492568399902,11.3435692253244,16.1171516231394,4.08172611757098,1,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.389676067298862,1.21664301518181,1.4789934625572,26.143
"0","France",1980,2,1,1.34186891238396,0.427936554382909,1.39082300545825,0.443548545777756,0.612781620210724,3.63384332491213,1,1,1.30853569888263,0.322457638590344,2.31434727497103,0.126786149337251,0.75869485710488,22.8668063642897,25.3559637282268,0.434598379839513,0.684214907899026,0.481957278605779,10.4353871354,14.3358733389141,4.38246432191026,1.75588337507522,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.376099746438989,1.21664301518181,1.4789934625572,26.143
"0","France",1990,3,1,1.42926663692941,0.509709292390284,1.36164150128402,0.485592616644142,0.666510958052407,3.33241353308579,1,1,1.7603018053015,0.448556502980203,3.05181779795337,0.115332383465177,0.824407224746934,24.4280649442842,30.1328450301918,0.423195642124505,0.668329631884315,0.48118558365752,11.2930924526261,15.0453552151935,5.32845752201595,2.51594064124403,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.305390864199922,1.21664301518181,1.4789934625572,26.143
"0","France",2000,4,1,1.50822793488699,0.574934411325022,1.37651312106404,0.52472490572151,0.683436019881079,3.14198778800309,1,1,2.14479933296173,0.561333051715821,3.67002556871899,0.110729707458426,0.881423360172655,25.5744983131657,34.2835016755652,0.415590084373619,0.657516272732043,0.480545010611047,11.8922969276678,15.6898237097265,6.01264512641039,3.23484626869985,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.274557808674484,1.21664301518181,1.4789934625572,26.143
"0","France",2010,1,2,1.55084965813462,0.681176428235305,1.32832942910956,0.583439336814264,0.685327857682168,2.72924753431863,1,1,2.63192895337161,0.960162637608215,3.96073775614661,0.114375008904918,1.03054692556623,26.0751061883439,41.1511243816433,0.335495275018609,0.652998451925597,0.446678537842292,12.8685959894939,17.1552595294294,6.77865788986428,4.08172611757098,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2020,2,2,1.52288303599933,0.822272606241044,1.13489702454898,0.612781620210724,0.707316362457828,2.24254828542553,1,1,2.87774190027303,2.02992330390592,3.32041232407545,0.10997500597953,1.31985545594267,24.9412400590215,49.620943033253,0.133317907716683,0.66340600878575,0.37076943976093,14.0593845982889,18.9030818961945,7.56988994837673,4.38246432191026,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2030,3,2,1.50691375131699,0.95262187549216,1.05432654228493,0.666510958052407,0.742598301973306,1.94608526538289,1,1,3.53600696613131,3.48496555771944,3.55739660222169,0.111678316231401,1.49785309815841,25.3744415306282,57.6429445601615,0.00601272179689527,0.659355384266029,0.336596941526877,15.0547201019961,20.224218798625,8.41377492435306,5.32845752201595,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2040,4,2,1.50513231287981,1.03077729689262,0.997947510495219,0.683436019881079,0.773731138264388,1.82139948960003,1,1,3.99476183918091,4.48546746390867,3.99476183918091,0,1.50513231287981,26.132300107912,60.2807436076165,0,0.652489782779012,0.330848769881926,17.486460763024,19.348320854825,8.97668350723529,6.01264512641039,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2050,1,3,1.50991093243198,1.06284047379652,0.973602389188466,0.685327857682168,0.800578416558011,1.79303224331069,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77865788986428,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2060,2,3,1.53037956973227,1.07716008947178,1.00492259323647,0.707316362457828,0.819853976974278,1.8082375892507,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56988994837673,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2070,3,3,1.52358967589863,1.11903159294822,1.01106627673088,0.742598301973306,0.858609575026038,1.76186895524643,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41377492435306,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","France",2080,4,3,1.51826759521563,1.16456773768301,1.00872699511094,0.773731138264388,0.897365173077799,1.7148457109274,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97668350723529,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.280109729856473,1.21664301518181,1.4789934625572,26.143
"0","United States",1970,1,1,1.19312415621366,0.355751694179942,1.59727372629601,0.476256248136138,0.560957405255052,2.43878974382352,1,1,0.838135742028278,0.419033570002965,1.00003047072448,0.111862681245968,0.99996953020396,22.8141511510921,33.7833048602767,0.161889795796835,0.675287870825935,0.257212799077149,15.1526077552007,16.1986638867449,5.42251025447043,1,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.286885107000815,1.89125716076725,0.707284520178955,33.784
"0","United States",1980,2,1,1.41143770747551,0.434438641680041,1.76140352737387,0.542157653738335,0.634152212887378,2.44659897030626,1,1,1.00732784525912,0.411782220383316,1.25997783152557,0.0984380065513542,1.12841707926504,24.2774828844464,41.1374744982257,0.200519390059854,0.665940888752316,0.279353357629118,15.8553174252949,16.1231277682636,7.21717464781972,1.42178050458879,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.234871680532634,1.89125716076725,0.707284520178955,33.784
"0","United States",1990,3,1,1.61948865418536,0.502449645934745,1.60929895769471,0.499288271891971,0.668439713869851,2.46634324445391,1,1,1.16154812787469,0.394100685460597,1.51138543235623,0.0760915536939193,1.24462891735742,25.5272816288697,48.2499149906437,0.231467961111777,0.658488059574384,0.298414839582884,16.5973526737869,16.2738922251055,8.81019750253477,1.88111401438331,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.167876341353035,1.89125716076725,0.707284520178955,33.784
"0","United States",2000,4,1,1.83186461476798,0.53861576068192,1.70356699419654,0.500892929015935,0.644116777375506,2.57318955780572,1,1,1.29079090677946,0.312635361831514,1.81493829419617,0.0662825286764908,1.3028289693126,26.8796936426983,53.8009986050583,0.288796257753133,0.650910660990271,0.330775945600099,16.8348682089434,16.5049585765707,9.73944816186016,2.36455418719356,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.138686463920691,1.89125716076725,0.707284520178955,33.784
"0","United States",2010,1,2,1.97721297514694,0.669291830816739,1.65717286407272,0.560957405255052,0.647220327049491,2.23833498717406,1,1,2.74250185621377,0.669330699382034,3.85034128290867,0.0671467124090401,1.40831938159365,33.6355160399518,76.5260193857124,0.287724995083554,0.618999257105121,0.334789684256511,20.9216351303679,20.4961976877627,13.1171945158938,5.42251025447043,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2020,2,2,2.03832140852277,0.895066345548283,1.4441454962745,0.634152212887378,0.687350319801348,1.75778418456747,1,1,3.54074417196561,2.50466950893055,3.85118950557432,0.067149198554761,1.87401181826378,33.637822014261,101.839613178804,0.0806102460445934,0.618989743064919,0.242554338016422,23.8241176207538,23.2240984785905,16.2727015305115,7.21717464781972,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2030,3,2,2.09787643150285,1.08253053261913,1.29539433702185,0.668439713869851,0.723180221906701,1.52041017818388,1,1,4.19957885518711,5.53063437345715,4.19957885518711,0,2.09787643150285,34.5613816679337,117.848719956396,0,0.615242219585923,0.194769641017127,27.8298737674143,21.2034230800867,19.0359195338491,8.81019750253477,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2040,4,2,2.18755536034529,1.17993473225257,1.19416868621722,0.644116777375506,0.732544941351919,1.46066919786206,1,1,4.45220648510713,6.88386920962376,4.45220648510713,0,2.18755536034529,35.2039045595732,125.689009320339,0,0.612706636330504,0.184955884024532,28.6927352706421,19.7018709557189,20.6429458038698,9.73944816186016,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2050,1,3,2.25820481119575,1.2796924284211,1.14211510827655,0.647220327049491,0.747184873752377,1.39943808840349,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1171945158938,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2060,2,3,2.28827214721836,1.40104087200606,1.1226257731732,0.687350319801348,0.770998225823901,1.3090050488076,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2727015305115,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2070,3,3,2.31893665916025,1.51714274326707,1.10537333102076,0.723180221906701,0.807877912939298,1.24496963974646,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0359195338491,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"0","United States",2080,4,3,2.36513389415592,1.60248261314822,1.08117670392698,0.732544941351919,0.844757600054696,1.2214035494178,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6429458038698,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.122115824504624,1.89125716076725,0.707284520178955,33.784
"1","France",1970,1,1,1.16751885800966,0.42950805111709,1.13420764298084,0.417253486705376,0.583439336814264,3.09766308785519,1,1,0.856517214381237,0.59256971646793,1.00002085974391,0.129590290654779,0.999979140691209,19.0378276794931,26.0876028848994,0.143500651975823,0.729750090399701,0.337492645828885,11.079693507827,16.1768455436643,4.06185006082174,1,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.5,1.22002385870924,1.48760134019268,26.088
"1","France",1980,2,1,1.34186891238396,0.427936554382909,1.39082300545825,0.443548545777756,0.612781620210724,3.62377347619808,1,1,1.30853569888263,0.32588641695932,2.33972327685726,0.151489538239228,0.750466259169646,22.8767928301177,25.1146152052073,0.440730571933162,0.683596423705415,0.482846228673836,10.1677243735081,14.2854776068379,4.32975689703087,1.75588337507522,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.482579991434962,1.22002385870924,1.48760134019268,26.088
"1","France",1990,3,1,1.42926663692941,0.509709292390284,1.36164150128402,0.485592616644142,0.666510958052407,3.32317898521721,1,1,1.7603018053015,0.453326124321491,3.08195343266579,0.138896229838486,0.81634609224703,24.4353961870943,29.8727114122283,0.42883569016846,0.667757938493555,0.482022458757499,11.0156073847148,15.0038970067925,5.26838736395718,2.51594064124403,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.391852220123263,1.22002385870924,1.48760134019268,26.088
"1","France",2000,4,1,1.50822793488699,0.574934411325022,1.37651312106404,0.52472490572151,0.683436019881079,3.13328093444403,1,1,2.14479933296173,0.56730185628168,3.70427578591236,0.133811631311615,0.873273604789961,25.5807028273358,34.0031441733766,0.420993614698301,0.656967263297343,0.481367244183068,11.6053638750064,15.6524354469775,5.94704230224652,3.23484626869985,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.352289801344038,1.22002385870924,1.48760134019268,26.088
"1","France",2010,1,2,1.55084965813462,0.681176428235305,1.32832942910956,0.583439336814264,0.685327857682168,2.7216844372568,1,1,2.61911271638501,0.970372303897783,3.96056720032861,0.137724348147762,1.02557281706638,26.0199622201493,40.865734460128,0.338702619117862,0.653001011889702,0.44678543137822,12.5425934576143,17.1319506157456,6.71165691999888,4.06185006082174,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2020,2,2,1.52288303599933,0.822272606241044,1.13489702454898,0.612781620210724,0.707316362457828,2.23633389477931,1,1,2.84313160937514,2.05150802165532,3.26332792094522,0.132124284155927,1.32679185234218,24.7819973280922,49.4875135577566,0.128763128238848,0.664421179724533,0.369185711055015,13.6979942796734,18.9523849522073,7.52479440673763,4.32975689703087,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2030,3,2,1.50691375131699,0.95262187549216,1.05432654228493,0.666510958052407,0.742598301973306,1.94069241201667,1,1,3.49614392950678,3.52202212915987,3.49614392950678,0,1.50691375131699,25.2109576546877,57.5287683610836,0,0.660378100488222,0.335082304346697,16.763211868968,20.2355968979823,8.38397896662084,5.26838736395718,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2040,4,2,1.50513231287981,1.03077729689262,0.997947510495219,0.683436019881079,0.773731138264388,1.81635215660623,1,1,3.95117575468689,4.53316263987729,3.95117575468689,0,1.50513231287981,26.0041587729333,59.9252411495233,0,0.653142129887122,0.33014488683837,17.4190187175162,19.1932942428129,8.94206209894644,5.94704230224652,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2050,1,3,1.50991093243198,1.06284047379652,0.973602389188466,0.685327857682168,0.800578416558011,1.78806351961648,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71165691999888,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2060,2,3,1.53037956973227,1.07716008947178,1.00492259323647,0.707316362457828,0.819853976974278,1.803226729581,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52479440673763,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2070,3,3,1.52358967589863,1.11903159294822,1.01106627673088,0.742598301973306,0.858609575026038,1.75698658904432,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38397896662084,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","France",2080,4,3,1.51826759521563,1.16456773768301,1.00872699511094,0.773731138264388,0.897365173077799,1.71009365220253,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94206209894644,0.270248830318451,1.35566779264393,0.0229846256232996,0.66897175856968,0.359413565988444,1.22002385870924,1.48760134019268,26.088
"1","United States",1970,1,1,1.19312415621366,0.355751694179942,1.59727372629601,0.476256248136138,0.560957405255052,2.41818566209229,1,1,0.838135742028278,0.438902903517372,0.999978239356984,0.170945853852345,1.00002176111655,22.9414639890506,33.9734992333125,0.161846019202153,0.67528996831821,0.257208000979573,14.3630775259864,16.7665010467411,5.40676908345231,1,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.5,1.90737156328236,0.727888601910192,33.973
"1","United States",1980,2,1,1.41143770747551,0.434438641680041,1.76140352737387,0.542157653738335,0.634152212887378,2.4259289124321,1,1,1.00732784525912,0.431307716328763,1.26247312573639,0.152925999017415,1.1261867485373,24.4264854485571,41.3131480823657,0.202099573666917,0.665860276991241,0.27951577137105,15.1032546529515,16.6639379802182,7.1868743158699,1.42178050458879,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.409347984264598,1.90737156328236,0.727888601910192,33.973
"1","United States",1990,3,1,1.61948865418536,0.502449645934745,1.60929895769471,0.499288271891971,0.668439713869851,2.44550637735017,1,1,1.16154812787469,0.412787775274469,1.51389630369812,0.121293910016568,1.24256463919501,25.6819814051299,48.4668401119282,0.232742609228068,0.658419692407889,0.298516136103173,15.9576500524568,16.8241979672087,8.77552866736482,1.88111401438331,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.292584622304144,1.90737156328236,0.727888601910192,33.973
"1","United States",2000,4,1,1.83186461476798,0.53861576068192,1.70356699419654,0.500892929015935,0.644116777375506,2.55145000108777,1,1,1.29079090677946,0.327459606754382,1.82117347303628,0.106937011141081,1.29836845429741,27.056521409947,53.9813540096579,0.29123121663559,0.650767927670223,0.33087196303515,16.2681824096385,17.0472243579897,9.69210995937295,2.36455418719356,0.32471090555191,1.22420056838857,0.0130495424722043,0.66897175856968,0.241710811290558,1.90737156328236,0.727888601910192,33.973
