"Specification","break_year","PG","SR","DE","IE","Country","Year","Sequence","Period","Ny","No","n","p","p1","eta","AK","AL","k1","k2","k","X","L","w","r","Y","u","theta","tau","b","h","S","K","alpha","gamma","phi","sigma","a","omega","beta","A"
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2000,4,1,2.05886837465388,0.645645510635254,1.59727372629601,0.500892929015935,0.644116777375506,2.97595128880716,1,1,1.1484727320614,0.150757578699939,2.031,0.188837948070781,1.16423150526517,18.7458005060936,5.07552652721502,33.8258090427482,0.434528443101231,0.645201169114056,0.314869834590864,10.6332445331648,1.76232046665606,7.36746590281224,2.36455418719356,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2010,1,2,2.44267806863357,0.857860696445322,1.59727372629601,0.560957405255052,0.647220327049491,2.66115717056014,1,1,1.85119616741766,0.272047348664105,3.198,0.201577447150423,1.41397006844579,21.4385511638895,4.01742238096189,48.4797566233352,0.421139409813116,0.625280978452608,0.297538366936658,12.3104539536432,2.0524604454237,10.2603734540808,4.52187627888963,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2020,2,2,2.84792775081118,1.13068890797343,1.59727372629601,0.634152212887378,0.687350319801348,2.39810313946743,1,1,2.03750419455062,0.471311931843247,3.107,0.200750523905835,1.86761015064528,21.2517056149276,4.07669788551993,63.3456121929737,0.344221372851424,0.626561173709308,0.242692292341413,13.166832885512,2.18080658559925,13.5332939594287,5.8026647380549,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2030,3,2,3.12737859617273,1.30877007464217,1.59727372629601,0.668439713869851,0.723180221906701,2.31244828622144,1,1,2.19748903708532,0.571094871223212,3.245,0.201996235944335,2.11783672724341,21.5338515025298,3.98783895535762,73.0111269885157,0.322807692731796,0.624633305526662,0.227877998466994,13.585692828537,2.23286260265424,15.9529491527715,6.87238017990487,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2040,4,2,3.50742020845543,1.41440265646325,1.59727372629601,0.644116777375506,0.732544941351919,2.40990236261857,1,1,2.10053699441296,0.45925503912114,3.255,0.202084631257136,2.26343038488855,21.5540251327989,3.98163167678075,78.1205710184679,0.354673734435343,0.624496656465753,0.249360789752045,13.2189022491938,2.14650855924939,17.452110119973,7.36746590281224,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2050,1,3,4.04793981100512,1.64023791615906,1.59727372629601,0.647220327049491,0.747184873752377,2.41411007493861,1,1,2.53471492490721,0.455044420956261,4.162,0.209229313001433,2.46525070977433,23.2538990434489,3.51962121299377,93.4393191841038,0.390986322703697,0.613517859745232,0.271548151639605,13.7413529959615,2.21003596875855,21.1649821396233,10.2603734540808,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2060,2,3,4.11282203504913,1.76985916348389,1.59727372629601,0.687350319801348,0.770998225823901,2.29730981624751,1,1,3.29051289943964,0.591246885610315,5.423,0.217103739547576,2.49553641147497,25.296443270475,3.0895207059972,104.939587170283,0.393230149467151,0.601567025033599,0.269372393717957,14.8753976603272,2.37875481716308,23.8806137969473,13.5332939594287,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2070,3,3,4.0511885232055,1.83421248779415,1.59727372629601,0.723180221906701,0.807877912939298,2.21902928423568,1,1,3.93784418113151,0.710011399607093,6.501,0.222605525282985,2.45392234314283,26.8382125410204,2.82981499124348,111.002784071484,0.39427100736325,0.593308446768452,0.267517281825556,15.7352852143922,2.48702055712732,25.742364689596,15.9529491527715,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_FPG.TSR.TDE.TIE",1970,"FPG","TSR","TDE","TIE","United States",2080,4,3,4.18845138234295,1.92091613461196,1.59727372629601,0.732544941351919,0.844757600054696,2.22574677874714,1,1,4.16672142681303,0.698770141066323,7.028,0.224997267289708,2.48322568582428,27.5398884978293,2.7260040478993,115.962281333977,0.40712557956559,0.589741403116985,0.275336071129688,15.9361625231839,2.47478014143602,27.7060185936249,17.452110119973,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"counter_1970_TPG.FSR.TDE.TIE",1970,"TPG","FSR","TDE","TIE","France",1970,1,1,1.48550559563973,0.546489342702738,1.13420764298084,0.417253486705376,0.583439336814264,3.84625995412632,1,1,0.673171479754239,0.00361584874456317,1.006,0.150445505257571,0.99403578528827,14.8020606950988,5.4510062212543,20.1647842481915,0.330843459488828,0.729676938063784,0.337671927463878,8.43446792030892,4.87437724145944,3.89956054976455,1,0.66897175856968,0.5,0.270248830318451,1.06714019830336,NA,0.982570839854923,0.739004473921546,20.253
"counter_1970_TPG.FSR.TDE.TIE",1970,"TPG","FSR","TDE","TIE","France",1980,2,1,1.61880130424307,0.485648055739549,1.39082300545825,0.417253486705376,0.583439336814264,4.71647926398434,1,1,1.0846812208965,0.000141355464089634,2.14,0.156540282932192,0.820506250035147,17.980931227786,3.2641923639323,20.4850075587267,0.493139616403507,0.720208006345864,0.446349207722482,8.51262544016617,4.83453002450946,4.2008490648393,1.75588337507522,0.66897175856968,0.5,0.270248830318451,1.06714019830336,NA,0.982570839854923,0.739004473921546,20.253
