"Specification","Country","Year","Sequence","Period","Ny","No","n","p","p1","eta","AK","AL","k1","k2","k","X","L","w","r","Y","u","theta","tau","b","h","S","K","alpha","gamma","phi","sigma","a","omega","beta","A"
"ret_age_2020_spe1","France",2070,3,3,2.06655774702738,1.36604303621998,1.01106627673088,0.668338471775975,0.772748617523434,2.33555285689095,1,1,4.45982345259873,1.81723002016486,6.38,0.188106108911594,1.44458976588437,27.2191906652571,2.47837726158213,62.1624854418496,0.300968110877942,0.632544918228352,0.332094054858644,15.0625004139502,8.25405831154884,12.1423171336741,9.21648270634231,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe1","France",2080,4,3,2.01487407206188,1.39093504497512,1.00872699511094,0.696358024437949,0.807628655770019,2.27079055290962,1,1,4.85568011181188,2.04023329269698,6.872,0.190668984863417,1.42368800342204,27.7908262819925,2.39204348091026,62.9682242131579,0.293410926686281,0.62834019026681,0.328985002595602,15.4108714717312,8.3432428627371,12.50827621841,9.78358395951629,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe1","United States",1970,1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.00821080726832,1,1,0.653902676249728,0.142415238128972,1,0.170099987957235,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,9.66447791345474,1.66555877459957,4.52187627888963,1,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",1980,2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.01784337176523,1,1,0.797412309316031,0.140031501588137,1.296,0.17679439071515,1.097052858479,16.531754455479,6.44240966246432,27.2959009417224,0.384712724293186,0.664429744223413,0.282913346974748,9.93367065123422,1.65537044310799,5.90345018169819,1.42178050458879,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",1990,3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.04219763970614,1,1,0.960757995536182,0.13421318118154,1.666,0.183457794788051,1.12912005665265,17.7197958988937,5.63346809805022,30.6049727380557,0.423314528489686,0.653742681637926,0.309094882951478,10.1906624510534,1.66849029834067,6.8812479135479,1.88111401438331,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2000,4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.17399097505032,1,1,1.07681431169911,0.107287530571471,2.051,0.189106909484681,1.15287868707633,18.7987371435159,5.0495895791618,33.6126915797257,0.474980832911208,0.644776195482723,0.347119273648067,10.1586134724561,1.6606228173355,7.45167015936869,2.36455418719356,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2010,1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.76095285202702,1,1,1.78428398421225,0.22398945642273,3.218,0.201756331391924,1.40518218734917,21.4792027210949,4.00475038440704,48.2911788282686,0.445530147852006,0.625004271887359,0.316023932985518,12.0070799131808,1.98632883720899,10.3338443785913,4.52187627888963,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2020,2,2,2.57490120030118,1.13068890797343,1.4441454962745,0.634152212887378,0.687350319801348,2.16820059796177,1,1,2.29268998010786,0.802416078411499,3.113,0.200805716556697,1.89638618107876,21.2641217960449,4.07270554236985,64.368001000902,0.263511088947043,0.626475672690695,0.190214783526139,14.0866745320692,2.3752997986898,13.2962541660344,5.90345018169819,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2030,3,2,2.78994595739078,1.17789306717795,1.42493377072404,0.601595742482866,0.650862199716031,2.21742397898797,1,1,2.4664448769407,0.712729526738967,3.54,0.204505889246912,1.94385534281014,22.1145955384788,3.81648400280212,69.2497472729283,0.303264159056299,0.620761466783899,0.214117150388848,14.1651452720701,2.41325988034541,13.8830573650785,6.8812479135479,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2040,4,2,2.88447524348961,1.27296239081693,1.31358555483894,0.579705099637955,0.659290447216727,2.12967149055263,1,1,2.58337116124933,0.882090394500425,3.537,0.204481336416325,2.10677697465895,22.1088328845853,3.81811256135437,75.029695496382,0.269615165041185,0.620799268205385,0.192931137690879,14.5435789535595,2.48636437397079,14.967089882822,7.45167015936869,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2050,1,3,3.18388417299673,1.47621412454316,1.25632661910421,0.582498294344542,0.672466386377139,2.03947130723658,1,1,3.24567220950908,1.10853198511905,4.454,0.211228964833211,2.32012671275062,23.7551490483538,3.40319793529833,90.2830737253743,0.271290478332044,0.610468314804041,0.192031860246744,15.5387622418132,2.65239623562925,17.9815361447501,10.3338443785913,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2060,2,3,3.17971549591598,1.5928732471355,1.23488835049052,0.618615287821213,0.693898403241511,1.90629586282261,1,1,4.18158611457915,1.58340624830782,5.583,0.217980259483219,2.38156083933986,25.5355194574986,3.04607122205258,101.315730328434,0.251014487805991,0.600246308791719,0.178249192675511,16.8739676632662,2.88247120684531,20.1132725532971,13.2962541660344,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2070,3,3,3.08393185628895,1.81587036291621,1.10537333102076,0.650862199716031,0.727090121645369,1.64641667786045,1,1,4.50173934186233,3.43287977734044,4.888,0.213991045698273,2.84023268516336,24.4667833890572,3.25067426215524,114.620655139098,0.0790222295698989,0.60627255879912,0.087797229728396,18.0191015800801,3.12364582142531,22.1804512048519,13.8830573650785,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe1","United States",2080,4,3,3.11862743631507,1.90170697326584,1.08117670392698,0.659290447216727,0.760281840049226,1.61353860100617,1,1,4.79925550212786,3.81867150013218,5.145,0.215523106728669,2.90905537081089,24.8714062401002,3.16998823672782,119.797796768977,0.0672000967681518,0.603953493751728,0.0823020622287739,18.399227992187,3.15697507289205,23.6850519297663,14.967089882822,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","France",1970,1,1,1.48550559563973,0.546489342702738,1.13420764298084,0.417253486705376,0.583439336814264,3.84625995412632,1,1,NA,NA,1.00716566875034,0.156235668491095,0.992885312741814,17.4681594017823,6.42296057002114,23.7668394806836,0.331617924795342,0.729751169681549,0.33749,9.89890817350569,5.75430747829532,4.59472907330485,1,0.66897175856968,0.5,0.270248830318451,1,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",1980,2,1,1.61880130424307,0.516253298645703,1.39082300545825,0.443548545777756,0.612781620210724,4.49951282919422,1,1,NA,NA,1.92962445467161,0.156235668491095,0.90996119520782,20.823696088968,3.99644688727146,25.9660500304928,0.437879625607724,0.729751169681549,0.406863304782705,10.5647766784433,5.95811297079852,5.44508739614684,1.75588337507522,0.66897175856968,0.5,0.270248830318451,1,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",1990,3,1,1.76238219028369,0.628505945581033,1.36164150128402,0.485592616644142,0.666510958052407,4.12627515927989,1,1,1.42757947459685,0.174585519920012,3.141,0.164834236846561,0.800999885782882,22.5865073177963,3.51664314045702,26.9394551796169,0.54550159993733,0.671572222272623,0.480875655287242,9.94337629483719,5.40192526355751,5.84416069666866,2.51594064124403,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2000,4,1,1.81959142137297,0.693625743497129,1.37651312106404,0.52472490572151,0.683436019881079,3.89048538894652,1,1,1.77778716183384,0.222431314236466,3.9,0.171714826558603,0.82944776120509,23.8580767702113,3.15321524893537,29.989194946137,0.544157137991322,0.659871943853565,0.477737911047501,10.4941950416409,5.67483934300393,6.50276990508656,3.23484626869985,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2010,1,2,1.97324079979518,0.866702399553922,1.32832942910956,0.583439336814264,0.685327857682168,3.37942040883403,1,1,2.32851919227586,0.397146591988224,4.585,0.176990009669661,1.00212193529004,24.8866615752331,2.90993107708759,38.3098143818886,0.492144123822058,0.650994265126781,0.440202309237234,11.6716420523617,6.37994885372797,7.95161430517031,4.59472907330485,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2020,2,2,1.83717278352147,0.991971686013303,1.13489702454898,0.612781620210724,0.707316362457828,2.77677760931085,1,1,2.96384066049017,0.8913939052268,4.736,0.17805978011064,1.14972284547019,25.1011919792437,2.86389309643451,44.4535620703771,0.374189049727583,0.649203630102365,0.368734676692045,13.2609885063916,7.33418525265759,8.77958158853927,5.44508739614684,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2030,3,2,2.00791515125269,1.07995541399256,1.13931879380231,0.612781620210724,0.612781620210724,2.66792931633383,1,1,2.91056158076333,1.05088519378448,4.336,0.175157037824903,1.3478230388996,24.5237901500555,2.99131662889806,50.5354644392813,0.328745022886686,0.654069963185915,0.344043256414767,13.5018431161623,7.84655134565927,8.8951862663937,5.84416069666866,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2040,4,2,2.00358208060748,1.11501217931046,1.10111646882556,0.612781620210724,0.612781620210724,2.5784713847066,1,1,3.24557200227851,1.20927436397813,4.785,0.178400540836357,1.35899057577567,25.1699578954527,2.84944779165547,52.735038918283,0.321719539753708,0.648633930574981,0.340810529292305,13.8807962778459,8.09427316800357,9.15721515685925,6.50276990508656,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2050,1,3,2.12451790021025,1.2091656943644,1.07666428771936,0.612781620210724,0.612781620210724,2.52121200201545,1,1,3.74278527113534,1.3263868470824,5.638,0.18389202345968,1.41036082035656,26.307489475804,2.63040342460842,58.019005938102,0.336150182487523,0.639498244389094,0.348880130639835,14.252040985704,8.32266615392433,9.9832925128525,7.95161430517031,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2060,2,3,2.09296825123929,1.12578571489333,1.13923321203764,0.612781620210724,0.612781620210724,2.6677289105298,1,1,4.19479922036117,1.05121018682594,7.235,0.192458389332753,1.21348743449057,28.1978696261029,2.3343155396291,54.7120742042478,0.420207433260377,0.625415156861708,0.394194762350205,14.09177517124,8.14876848251532,9.6303299884282,8.77958158853927,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2070,3,3,2.03013529596858,1.23041349963028,1.01106627673088,0.612781620210724,0.612781620210724,2.36760191714599,1,1,4.381573131632,1.71809045375903,6.361,0.188003696785054,1.39839431950852,27.1966217850874,2.48191998293917,60.1087419606166,0.311181711738406,0.632713315460942,0.337002734169188,14.9409334397374,8.79217475345012,10.0754350988465,8.8951862663937,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","France",2080,4,3,2.02106733162931,1.22775827357983,1.00872699511094,0.612781620210724,0.612781620210724,2.36212404910155,1,1,4.53088079429647,1.73455020349111,6.643,0.189496873954067,1.37847586284198,27.5277510065005,2.43098017684456,60.2073488422102,0.317946591254483,0.630260940740533,0.340520517476455,15.020160491086,8.83725308615559,10.0821258316462,9.15721515685925,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe2","United States",1970,1,1,1.5292795645603,0.45598255062876,1.59727372629601,0.476256248136138,0.560957405255052,3.00821080726832,1,1,0.653902676249728,0.142415238128972,1,0.170099987957235,1,15.4236029171944,7.41639708280562,22.84,0.346097323750272,0.67528909444809,0.25721,9.66447791345474,1.66555877459957,4.52187627888963,1,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",1980,2,1,1.782992923458,0.54880284102489,1.76140352737387,0.542157653738335,0.634152212887378,3.01784337176523,1,1,0.797412309316031,0.140031501588137,1.296,0.17679439071515,1.097052858479,16.531754455479,6.44240966246432,27.2959009417224,0.384712724293186,0.664429744223413,0.282913346974748,9.93367065123422,1.65537044310799,5.90345018169819,1.42178050458879,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",1990,3,1,1.9579478111275,0.607457287161162,1.60929895769471,0.499288271891971,0.668439713869851,3.04219763970614,1,1,0.960757995536182,0.13421318118154,1.666,0.183457794788051,1.12912005665265,17.7197958988937,5.63346809805022,30.6049727380557,0.423314528489686,0.653742681637926,0.309094882951478,10.1906624510534,1.66849029834067,6.8812479135479,1.88111401438331,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2000,4,1,2.19587923516963,0.645645510635254,1.70356699419654,0.500892929015935,0.644116777375506,3.17399097505032,1,1,1.07681431169911,0.107287530571471,2.051,0.189106909484681,1.15287868707633,18.7987371435159,5.0495895791618,33.6126915797257,0.474980832911208,0.644776195482723,0.347119273648067,10.1586134724561,1.6606228173355,7.45167015936869,2.36455418719356,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2010,1,2,2.53428059597028,0.857860696445322,1.65717286407272,0.560957405255052,0.647220327049491,2.76095285202702,1,1,1.78428398421225,0.22398945642273,3.218,0.201756331391924,1.40518218734917,21.4792027210949,4.00475038440704,48.2911788282686,0.445530147852006,0.625004271887359,0.316023932985518,12.0070799131808,1.98632883720899,10.3338443785913,4.52187627888963,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2020,2,2,2.57490120030118,1.13068890797343,1.4441454962745,0.634152212887378,0.687350319801348,2.16820059796177,1,1,2.29268998010786,0.802416078411499,3.113,0.200805716556697,1.89638618107876,21.2641217960449,4.07270554236985,64.368001000902,0.263511088947043,0.626475672690695,0.190214783526139,14.0866745320692,2.3752997986898,13.2962541660344,5.90345018169819,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2030,3,2,2.66641432624864,1.2416369371445,1.36184136834228,0.634152212887378,0.634152212887378,1.99478657855111,1,1,2.5807121743263,1.24608209764371,3.198,0.201577447150423,2.15173480723824,21.4385511638895,4.01742238096189,73.7749561329337,0.193023084951127,0.625280978452608,0.148112236020178,14.9291072971669,2.61209042285566,13.9941561947559,6.8812479135479,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2040,4,2,2.6628167495871,1.39252167621626,1.21264262029483,0.634152212887378,0.634152212887378,1.77624448762905,1,1,2.79841643647621,2.29942108362619,2.967,0.199434536663579,2.51151673723245,20.9579589719535,4.17344758164653,83.7354195421372,0.0568195360713816,0.628602149772532,0.0760361505488534,15.8631944062654,2.84865760057958,15.2013344118981,7.45167015936869,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2050,1,3,2.95288219443975,1.60711964801209,1.1651757106672,0.634152212887378,0.634152212887378,1.70671630582197,1,1,3.49957895308177,2.83908745932098,3.727,0.206000319925095,2.77269771360109,22.468409943397,3.71907450397654,100.730446034789,0.0610198677000879,0.618463546332289,0.0786050124097856,16.8481950732469,3.03781655852772,18.0021227812924,10.3338443785913,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2060,2,3,3.11437498736709,1.63287929413736,1.20951242206995,0.634152212887378,0.634152212887378,1.77165946212435,1,1,4.26931702828604,2.33101533468839,5.12,0.215377172923485,2.5969246418036,24.8325549676214,3.17755791868934,106.737891628547,0.166149017912884,0.604174140321046,0.131691497293114,17.3843453741433,3.09939458684954,19.3586957654464,13.2962541660344,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2070,3,3,2.94738328568693,1.69091254546518,1.10537333102076,0.634152212887378,0.634152212887378,1.61911947769115,1,1,4.74799333453314,3.7496863753048,5.102,0.215271697972315,2.74287655718462,24.8045156748289,3.18304399541438,112.579739403415,0.0693858615183973,0.604333647575867,0.0832797964881249,18.3348028246117,3.32721361485819,19.6947071966166,13.9941561947559,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe2","United States",2080,4,3,2.87897543648013,1.68863113426423,1.08117670392698,0.634152212887378,0.634152212887378,1.58367694517972,1,1,5.28011952421638,4.21450522619356,5.657,0.218377923221995,2.68717242564931,25.6447888751717,3.02662782634599,114.920751255601,0.066621968496309,0.599647746590942,0.0822108128472029,18.9191551086368,3.44597309823833,19.9199230990684,15.2013344118981,0.66897175856968,0.5,0.32471090555191,1.23365228439284,NA,1.53326307965775,0.137863456734155,22.84
"ret_age_2020_spe3","France",1970,1,1,1.48550559563973,0.546489342702738,1.13420764298084,0.417253486705376,0.583439336814264,3.84625995412632,1,1,NA,NA,1.00716566875034,0.156235668491095,0.992885312741814,17.4681594017823,6.42296057002114,23.7668394806836,0.331617924795342,0.729751169681549,0.33749,9.89890817350569,5.75430747829532,4.59472907330485,1,0.66897175856968,0.5,0.270248830318451,1,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",1980,2,1,1.61880130424307,0.516253298645703,1.39082300545825,0.443548545777756,0.612781620210724,4.49951282919422,1,1,NA,NA,1.92962445467161,0.156235668491095,0.90996119520782,20.823696088968,3.99644688727146,25.9660500304928,0.437879625607724,0.729751169681549,0.406863304782705,10.5647766784433,5.95811297079852,5.44508739614684,1.75588337507522,0.66897175856968,0.5,0.270248830318451,1,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",1990,3,1,1.76238219028369,0.628505945581033,1.36164150128402,0.485592616644142,0.666510958052407,4.12627515927989,1,1,1.42757947459685,0.174585519920012,3.141,0.164834236846561,0.800999885782882,22.5865073177963,3.51664314045702,26.9394551796169,0.54550159993733,0.671572222272623,0.480875655287242,9.94337629483719,5.40192526355751,5.84416069666866,2.51594064124403,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2000,4,1,1.81959142137297,0.693625743497129,1.37651312106404,0.52472490572151,0.683436019881079,3.89048538894652,1,1,1.77778716183384,0.222431314236466,3.9,0.171714826558603,0.82944776120509,23.8580767702113,3.15321524893537,29.989194946137,0.544157137991322,0.659871943853565,0.477737911047501,10.4941950416409,5.67483934300393,6.50276990508656,3.23484626869985,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2010,1,2,1.97324079979518,0.866702399553922,1.32832942910956,0.583439336814264,0.685327857682168,3.37942040883403,1,1,2.32851919227586,0.397146591988224,4.585,0.176990009669661,1.00212193529004,24.8866615752331,2.90993107708759,38.3098143818886,0.492144123822058,0.650994265126781,0.440202309237234,11.6716420523617,6.37994885372797,7.95161430517031,4.59472907330485,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2020,2,2,1.83717278352147,0.991971686013303,1.13489702454898,0.612781620210724,0.707316362457828,2.77677760931085,1,1,2.96384066049017,0.8913939052268,4.736,0.17805978011064,1.14972284547019,25.1011919792437,2.86389309643451,44.4535620703771,0.374189049727583,0.649203630102365,0.368734676692045,13.2609885063916,7.33418525265759,8.77958158853927,5.44508739614684,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2030,3,2,1.93302073605952,1.12730122804652,1.09682266804362,0.639646289131566,0.677689961092015,2.53632267025222,1,1,3.02333057667144,1.29416017118718,4.221,0.174279394490358,1.38454411198026,24.3521235708805,3.03144352074291,51.4328323823748,0.283740683091344,0.655546034362135,0.320953588042506,13.8914544204156,7.8846841031603,9.51853116841141,5.84416069666866,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2040,4,2,1.90971940484254,1.17929324907168,1.04953198966039,0.648108820045902,0.693256379237556,2.41243935496014,1,1,3.4050918101357,1.59040652840495,4.602,0.177111967296587,1.41303127011877,24.9110157932071,2.90462918053234,54.088179506826,0.260084352425968,0.650789962006057,0.310214413970589,14.3941757809543,8.16549793403622,9.9580000347468,6.50276990508656,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
"ret_age_2020_spe3","France",2050,1,3,2.0228349286675,1.28074129218954,1.02513333845391,0.649054738946446,0.706680018384368,2.36735773661989,1,1,3.93092594580037,1.71882001593681,5.461,0.182815298781577,1.45607293630659,26.0800259207108,2.67139700546436,59.2163385647609,0.280182027870285,0.641282808794254,0.321123844447146,14.746973447015,8.3215512038781,10.9582027922787,7.95161430517031,0.66897175856968,0.5,0.270248830318451,1.32090084649343,NA,0.982570839854923,0.739004473921546,23.891
