"countrycode","year","v_c","v_i","v_g","v_x","v_m","v_gdp","q_c","q_i","q_g","q_x","q_m","q_gdp","pop","xr","xr2","v_gfcf","q_gfcf","emp","avh"
"CH2",2011,17653199.110064,23332721.985194,6449008.943353,12963687.1,11794839,48930060,17653199.110064,23332721.985194,6449008.943353,12963687.1,11794839,48930060,1367.480264,6.46146132655007,6.46146132655007,21967094.704784,21967094.704784,779.57275390625,2178.77085867574
"CH2",2012,19853678.326388,25524002.095688,7257605.713449,13729761.4,12266158.5,54036740,17871400.4795079,25172494.9430544,6532974.7009661,13831335.5341406,12572299.8389508,51663418.9283773,1375.198619,6.31233282683186,6.31233282683186,24460073.155986,23952414.7082659,783.163024902344,2184.23075471944
"CH2",2013,21976250.237126,28207294.682229,8057530.450552,14586453.4,13131242.6,59524450,18612084.644599,27473726.0022483,6824068.58103379,15108761.1502544,13910846.0593196,55304430.4885873,1382.793212,6.19575834608231,6.19575834608231,27092414.832422,26184124.4245066,786.47265625,2178.24092988815
"CH2",2014,24253972.748997,30271749.572182,8577288.616164,15506900,13891700,64397420,19638961.6349414,29369025.5846245,6945214.45240883,16477918.8722974,15121615.8467315,58805664.6050421,1390.110388,6.14343409448867,6.14343409448867,29005308.088859,27972906.5431256,789.340087890625,2178.16336258786
"CH2",2015,26598000,31283600,9628600,15140700,12740000,68905210,19452193.1373016,31206883.0593051,7041812.8423935,16509103.7585523,15213651.4788099,61063520.3546386,1397.028553,6.22748867298455,6.22748867298455,30150300,29841374.513893,791.770202636719,2174.35021600754
"CH2",2016,29344300,32913800,10646700,14617700,12959200,74358550,19883978.6542929,33252368.4540304,7214306.44585582,16569152.0108661,15829607.6933511,63453332.9072761,1403.500365,6.6444778294468,6.6444778294468,31808400,31859883.7090514,792.575317382812,2174.35021600754
"CH2",2017,31750971.627,36062683.461,11794351.224,16341757.817,14926254.322,82712170,20004331.7332428,34733522.7540878,7430894.31199138,18112154.0931822,16957530.4883994,66196648.3374808,1409.517397,6.75875508633597,6.75875508633597,34644084.787,33231431.3990739,791.692016601562,2174.35021600754
"CHE",1950,15627.1726249906,4278.97587389305,1782.18883121526,7415.47552018875,7366.31940337295,21681.26805633,81911.1497990785,21455.4274764515,14835.3312724424,18763.388868931,14005.3262112127,128788.5966599,4.62086550180265,4.37300007127372,4.37300007127372,NA,NA,2.33381247520447,2039.99527545858
"CHE",1951,16503.8193524513,5902.25002673744,1978.22955068796,8949.71157080908,9473.02948001852,23763.0236143585,82838.3823508264,27982.6679964006,15814.0502495455,20650.1382799868,14957.4419021318,139223.278947044,4.67500888172902,4.37200014376981,4.37200014376981,NA,NA,2.41853141784668,2032.35087643852
"CHE",1952,17119.1049080668,5336.28062514487,2214.36959680447,9205.41769520251,8512.82860060547,25108.4132007234,83633.1578504318,24665.2924582937,17153.3519934932,21196.6454353319,13800.5690042476,140372.84982313,4.73998056211437,4.37300007127372,4.37300007127372,NA,NA,2.46412563323975,2024.73512299283
"CHE",1953,17581.9302078929,5379.81694687342,2156.44856371193,10017.6603920886,8240.53268363454,26354.1444528175,85901.572118709,25110.6822248971,16655.4066853894,23681.9479899383,14281.7471806362,145342.593325674,4.80199872825974,4.37300007127372,4.37300007127372,NA,NA,2.48171663284302,2017.14790777901
"CHE",1954,18518.4719258398,6567.73038522302,2151.99303967292,10438.8232977236,9200.73356304759,27926.5347304155,89411.8100631038,30608.9218432566,16432.1888536089,24879.0553173604,16216.6912124947,153478.088387389,4.85220424566875,4.37300007127372,4.37300007127372,NA,NA,2.50941729545593,2009.58912385679
"CHE",1955,19547.5778824007,8147.46849442672,2241.10248123368,11281.1491089937,10476.224853879,30124.5590363297,92971.7216868742,36583.2689488304,16706.9191769162,27429.4199295815,18571.3885807999,163842.023374514,4.90240976307776,4.37300007127372,4.37300007127372,NA,NA,2.56047081947327,2002.05866468665
"CHE",1956,20930.61027611,9590.37903790252,2383.67769165286,12409.2641590411,12332.1362607774,32389.0229229943,97541.6545689914,42204.3768103307,17101.8393237951,30240.0264351125,21304.8845682623,174701.154469102,4.96639709518573,4.37300007127372,4.37300007127372,NA,NA,2.6347770690918,1994.55642412828
"CHE",1957,21986.9419750294,10610.3674584073,2722.29362154474,13334.3176651916,13650.6220460563,34454.1701411174,100124.660495058,44584.9004587154,18939.0870816678,31866.5367598526,22840.5549006983,181651.716913553,5.04613493854743,4.37300007127372,4.37300007127372,NA,NA,2.69482827186584,1987.08229643912
"CHE",1958,22869.0342616375,8943.55726192223,2967.34471573928,13447.1291701964,12138.663120379,35423.0736085525,101796.995009732,36306.8203272613,19849.1247212833,31827.4988900192,21120.6039006363,177760.822130195,5.11799752628227,4.37300007127372,4.37300007127372,NA,NA,2.67248582839966,1979.63617627285
"CHE",1959,23898.1402181984,10579.2705624661,2909.4235527443,14725.6590964232,13657.787563507,37621.0979144668,106731.19888883,42818.7057215264,19059.2804043627,35796.1791323418,24662.8843192371,188991.361798285,5.17706264759552,4.37300007127372,4.37300007127372,NA,NA,2.67278909683228,1972.21795867793
"CHE",1960,25406.4081520275,13483.750231923,2945.06722544665,16477.9979002623,15850.4859341758,41380.4388889024,112095.912123585,51741.8258740298,18630.0173389289,38632.805957807,28256.357854961,202202.728836379,5.2784580306909,4.37300007127372,4.37300007127372,NA,NA,2.74689269065857,1964.82753909606
"CHE",1961,27900.221675995,16941.7593210094,3617.84369109383,18147.6076177402,19096.5389957315,46551.6111041627,119729.032418033,60803.1722254939,21840.9054547775,41729.6792210467,33876.9117173713,218597.538906588,5.42612106867794,4.37300007127372,4.37300007127372,NA,NA,2.87528538703918,1967.63513459579
"CHE",1962,31140.0008281561,18627.2275438241,4201.51071518026,19884.9045165172,21332.2318608477,51623.1249851524,127378.71362216,63444.7844233782,23643.8104943426,44319.0771868347,37419.1971061623,229067.594178045,5.57772149977448,4.37300007127372,4.37300007127372,NA,NA,2.98608732223511,1970.44674194508
"CHE",1963,33818.9448827298,20461.9622019783,4811.910363891,21667.3257389998,22994.6694324759,56766.6131777211,133538.173923614,65594.9275882329,25704.2736009452,46622.2129736109,39231.2896335525,240245.079602511,5.69880525664095,4.37300007127372,4.37300007127372,NA,NA,3.03198504447937,1973.26236687656
"CHE",1964,36917.1538707072,23441.0750891049,5288.64611006548,23976.2011153315,25502.6575196914,62923.2951266125,139830.127972387,71676.7870293238,26391.0979097644,49614.9871170473,42630.2389172259,252872.806334415,5.7952784289416,4.37300007127372,4.37300007127372,NA,NA,3.0793993473053,1976.08201513106
"CHE",1965,39721.3334654007,23030.592948097,5689.63885689381,26307.6379577758,25803.6148115932,67391.3180500201,144681.543922755,68712.649792647,27593.0338226789,53349.4453959359,42650.7151024378,260919.864377519,5.85040568773749,4.37300007127372,4.37300007127372,NA,NA,3.05847215652466,1978.90569245764
"CHE",1966,42824.9859591472,23839.1211413798,6068.35385362461,28894.7816203538,27451.7199585766,72368.7062538581,149003.122007976,68758.7280339589,28142.4909364357,56121.0140154362,44145.437631093,267339.842696068,5.90257990170124,4.37300007127372,4.37300007127372,NA,NA,3.04674506187439,1981.73340461353
"CHE",1967,46010.3136265911,25499.7127373226,6447.0688503554,30827.617719016,28849.0264358128,77899.7541744333,153357.788187156,71830.3718612949,28588.9247169681,58046.7965761653,45937.0579354887,275510.743376375,5.96853639977183,4.37300007127372,4.37300007127372,NA,NA,3.06292057037354,1984.56515736421
"CHE",1968,49026.8494942493,26258.485452159,6946.08182701764,34851.228528012,31493.1635238213,83181.6583330411,159302.013709964,72797.9362601599,29687.8369326935,63850.1697770554,49755.7596681935,285397.174036768,6.03646112498931,4.37300007127372,4.37300007127372,NA,NA,3.0814208984375,1987.4009564834
"CHE",1969,53132.3863089547,28634.3123288582,7627.76934074286,40055.5996632923,36695.4487109434,90130.0701515602,167994.850868343,76975.3744090146,31147.3328588812,72373.078156077,56185.1071884122,301473.614090327,6.11521462007363,4.37300007127372,4.37300007127372,NA,NA,3.13237380981445,1990.24080775307
"CHE",1970,60315.1856,40356.8966,8776.0732,44687.6771,44784.195,106150.529985,177018.816785335,89830.2017724758,32641.1682933618,77317.6518145656,63986.3197597905,320698.168592151,6.169358,4.37295000337295,4.37295000337295,35505.9023,78939.9048533862,3.17854642868042,1993.08471696344
"CHE",1971,67576.0259,46159.6236,10378.0182,48222.3806,48216.4557,120586.486912,185446.71563864,94084.4305364686,34547.095680941,80323.4328950904,67968.8297425978,333768.056764303,6.221635,4.13385416831202,4.13385416831202,42861.7634,86721.6006416128,3.22379970550537,1982.77864828283
"CHE",1972,76676.0534,51189.5736,11730.6691,53802.6997,52759.3645,136644.001043,195530.367133074,94499.0933471012,35542.9868634838,85437.1787798523,72913.6938327755,344450.310650953,6.270121,3.819249999,3.819249999,49285.6924,91039.4976671761,3.26537322998047,1958.4653613123
"CHE",1973,85911.4813,56219.5236,13498.8101,60503.5951,59709.8715,152274.173384,200928.192947495,97033.2043909353,36401.513456967,92151.4022332286,77653.7954806647,354955.727121485,6.311478,3.16483333241667,3.16483333241667,54365.0782,93680.8415259571,3.29922771453857,1931.66650101595
"CHE",1974,94041.1402,60835.486,15156.1538,69047.0487,69720.0348,165199.799051,199951.286995117,99613.3840680453,37019.6543614816,93101.2809515493,76896.1948885399,360120.009806685,6.341062,2.979249999,2.979249999,55325.4662,89695.0890284016,3.30246496200562,1902.82236814674
"CHE",1975,97341.5221,44434.675,16328.759,66226.8065,57366.7625,164093.393593,194106.39008203,71553.9241885793,37260.0410103522,86985.6143657918,65092.0015354457,333891.852186477,6.356185,2.58128333241667,2.58128333241667,47884.2373,77516.4259048166,3.17992615699768,1894.04003126744
"CHE",1976,100585.4873,40619.0888,17256.6868,71746.9605,61637.3833,166206.686557,196176.141993766,67837.2351385543,38290.2722215781,95079.1159659988,73589.3830489758,329205.072867161,6.35523,2.49964166575,2.49964166575,41588.36,69370.9498938721,3.12110185623169,1890.91561533652
"CHE",1977,104822.3879,41723.0559,17445.9656,80388.1825,71203.2873,170690.84836,202120.361819611,68451.5646697108,38444.8070927505,104317.671822046,80397.5327477293,337216.800254794,6.341181,2.40352499933333,2.40352499933333,43018.2711,70493.9192772808,3.13750267028809,1863.48578329366
"CHE",1978,107801.1942,45435.1452,18013.802,80057.274,70973.9923,177581.002984,206607.51000008,73396.9067356981,39217.4770282259,108195.264569349,89181.5706329353,338596.289331288,6.321535,1.78802499925,1.78802499925,46226.6786,74795.996140663,3.1509370803833,1849.03856099764
"CHE",1979,113961.9072,52217.6429,18946.3464,84253.7944,81442.7457,185624.395042,209240.180228653,83932.6499357204,39629.5709685416,110862.743850693,95293.5405819028,347032.454457357,6.306539,1.66272499908333,1.66272499908333,49207.4386,78607.7577334282,3.16794276237488,1836.3763440462
"CHE",1980,122238.2496,63919.694,20022.0039,94128.4022,98295.934,199422.266281,214737.352326256,96019.5651064963,40007.3227711185,116483.95153063,102152.875397212,363002.810129711,6.30361,1.67570833258333,1.67570833258333,58404.0806,86405.2770865919,3.22192645072937,1821.83959805182
"CHE",1981,130442.6216,62565.8378,21855.5199,105245.7493,103581.3498,214085.978094,217012.431758158,87785.3484312847,40918.7017863295,134227.784713528,109710.093811691,368815.705038174,6.315881,1.96424166591667,1.96424166591667,59336.1624,87578.7079779477,3.28322577476501,1802.52312129426
