"countrycode","year","v_c","v_i","v_g","v_x","v_m","v_gdp","q_c","q_i","q_g","q_x","q_m","q_gdp","pop","xr","xr2","v_gfcf","q_gfcf","emp","avh"
"AFG",1979,132.186112,21.322598,9.555595,18.554405,22.842503,158.776212,217392.438841957,223692.699491418,42324.2171197844,55665.7720937831,49654.921741214,687324.989073069,13.411056,0.0437307529163287,0.0437307529163287,21.322598,219115.492605294,NA,NA
"AFG",1980,134.529377,21.283699,9.724987,18.616684,23.224644,160.930107,210736.649910841,212520.130142596,41028.4025861494,53302.4965089156,48130.597210278,663554.89069578,13.356511,0.0441291667271039,0.0441291667271039,21.283699,209180.509187806,3.66600847244263,NA
"AFG",1981,141.502584,22.736661,10.229077,19.367486,24.24434,169.591475,212054.547946912,217133.610616658,41284.9997546319,53037.4725746158,48065.4023911173,668927.686159255,13.171673,0.0494799022426396,0.0494799022426396,22.736661,217919.045774159,3.60879254341125,NA
"AFG",1982,144.824357,23.183199,10.469194,20.055432,24.94289,173.589299,216397.343035211,220787.186680759,42130.4611427189,54761.2049682637,49303.8784081607,682712.104604972,12.882528,0.0505996078833367,0.0505996078833367,23.183199,220094.757526224,3.51718926429749,NA
"AFG",1983,143.978911,22.984885,10.408086,19.856442,24.774512,172.453817,225830.087712615,229784.90542972,43966.9537486026,56906.4283175162,51403.2570784904,711963.561481062,12.53773,0.0505996078833367,0.0505996078833367,22.984885,230979.984051161,3.41660523414612,NA
"AFG",1984,142.26707,22.779544,10.284354,19.597699,24.452983,170.475688,231358.492814492,236119.975435395,45043.3467388702,58238.337639681,52605.3940496761,729709.684276428,12.204292,0.0505996063898166,0.0505996063898166,22.779544,235971.622771616,3.31384944915771,NA
"AFG",1985,140.641648,22.495325,10.166802,19.414997,24.198527,168.520249,232781.114196822,237312.853539848,45320.0868158439,58721.0200394814,52983.7286624447,734159.744606066,11.938208,0.0505996053230165,0.0505996053230165,22.495325,236071.007138901,3.23554992675781,NA
"AFG",1986,140.252757,22.42674,10.138748,19.341293,24.123877,168.035667,238365.421871958,242938.687386273,46407.5659796612,60066.5657526608,54236.9625513029,751688.900066824,11.736179,0.0505996053230165,0.0505996053230165,22.42674,243237.279880291,3.17529034614563,NA
"AFG",1987,126.003033,20.158878,9.108683,17.375703,21.67006,150.976242,220740.957377554,225095.930550795,42976.403807453,55624.4386230186,50220.433736498,696170.798628226,11.604534,0.0505996053230165,0.0505996053230165,20.158878,218371.366085685,3.1293261051178,NA
"AFG",1988,114.609878,18.331539,8.284874,15.810367,19.714419,137.322243,201420.874734266,205342.790418405,39213.9852940164,50774.3283690316,45833.6643009089,635226.070033692,11.618005,0.0505996053230165,0.0505996053230165,18.331539,200214.25352268,3.12770867347717,NA
"AFG",1989,134.783422,21.558225,9.743565,18.588835,23.182524,161.491528,186624.362357401,190256.492062323,36334.6545344635,47034.0236140809,42463.3782580656,588554.205379433,11.868877,0.0505996053230165,0.0505996053230165,21.558225,186108.632783817,3.18901371955872,NA
"AFG",1990,150.319998,24.045338,10.866665,20.732664,25.85478,180.109889,179066.847552597,182568.793287916,34863.2156814261,45130.7137737457,40743.3927709058,564729.888032748,12.412308,0.0505996053230165,0.0505996053230165,24.045338,180307.248417058,3.32184171676636,NA
"AFG",1991,148.370067,22.8359,10.724515,22.865863,32.623323,172.172997,167925.74772103,164787.593437864,32690.5054852284,47250.9922420929,48759.0212296926,513044.185673076,13.299017,0.0505996053230165,0.0505996053230165,22.8359,159225.061895342,3.57575559616089,NA
"AFG",1992,156.529246,22.914947,11.316921,27.272786,43.732794,174.301038,172508.839199168,160996.428300673,33590.4763620853,54900.5916609156,63708.0062295716,505695.876720627,14.485546,0.0505996053230165,0.0505996053230165,22.914947,160400.072165441,3.90846419334412,NA
"AFG",1993,134.084705,18.766697,9.69306,25.668979,44.285677,143.927675,144719.188132509,129128.036478314,28176.0983133753,50606.157881226,63187.8223786913,408947.61803208,15.816603,0.0505996053230165,0.0505996053230165,18.766697,119309.045168116,4.27020692825317,NA
"AFG",1994,711.177049,94.045302,51.383458,150.824684,278.311529,729.118301,115710.3820651,98543.1434937585,22518.4412088079,44064.531760089,58236.8255787979,314861.862457724,17.075727,0.425099934219993,0.425099934219993,94.045302,91935.317860414,4.61534023284912,NA
"AFG",1995,2318.526011,293.822761,167.782876,526.028611,1008.792622,2297.36503,157179.936139419,127370.255954417,30630.2917146194,64849.3073654688,89794.5328905894,410994.816982638,18.110657,0.833333333332312,0.833333333332312,293.822761,136622.196901415,4.91004085540771,NA
"AFG",1996,6973.427004,846.042706,503.782178,1682.506008,3331.224589,6674.524156,168136.465613046,130819.259419602,32722.9995690676,73518.9571489193,104943.383352708,425649.334993523,18.853437,2.50002250022193,2.50002250022193,846.042706,128265.492802554,5.07370471954346,NA
"AFG",1997,9445.774993,1103.212191,681.600732,2393.062199,4849.780514,8773.855716,164911.713263184,122938.39845165,32050.4458479827,76212.9343402626,111723.681106294,403639.271819098,19.357126,3.00003000029632,3.00003000029632,1103.212191,120574.54356959,5.17048311233521,NA
"AFG",1998,9779.273756,1097.453076,710.179399,2599.544985,5380.862944,8805.572314,162331.513357203,116122.15483916,31748.9735543986,78844.7616037851,118143.142522784,384756.487665591,19.737765,3.00005250277158,3.00005250277158,1097.453076,114054.913859649,5.23917102813721,NA
"AFG",1999,116097.822956,12395.065806,8336.897135,32506.931436,68768.978942,100567.527295,159605.998895144,109558.151396898,30953.4082026192,80966.1032857918,123565.201809001,366361.708453085,20.170844,46.6195310771889,46.6195310771889,12395.065806,107523.159574623,5.32533979415894,NA
"AFG",2000,187438.581359,19355.01586,13469.951114,54244.168763,116236.720443,158270.63287,155763.150185151,102735.636693939,30145.0725955698,82203.676701197,127421.431799942,346749.344018289,20.779953,47.3575747311828,47.3575747311828,19355.01586,100664.286051035,5.46939373016357,NA
"AFG",2001,203999.51639,22724.341185,15099.422831,58012.168819,128907.600557,170927.404578,148359.631716111,105175.365210757,29558.276014275,77131.0241035233,123994.831457788,327207.63391503,21.606988,47.500014516129,47.500014516129,22724.341185,105744.027028905,5.71703815460205,NA
"AFG",2002,220769.23938,22987.797733,15471.738972,59610.943615,123098.771571,195740.846106,207579.005044358,136956.438402242,39020.0556708877,102124.775220845,151802.134404201,486122.896363414,22.60077,47.263,47.263,22987.797733,144936.310992869,6.02445888519287,NA
"AFG",2003,284376.467597,26227.931877,21364.702658,95033.653375,185255.082961,230601.118468,263266.521082855,154963.621680637,53235.1788107729,160377.725517479,226132.053133426,562963.950873237,23.680871,48.7627535833333,48.7627535833333,26227.931877,158026.037165125,6.37243366241455,NA
"AFG",2004,312604.30195,40614.232317,27759.601073,96954.273409,197457.556967,257813.610332,266318.444295217,181575.693431248,65495.2305527174,153207.737316162,236049.819749696,579066.78190001,24.726684,47.8453125,47.8453125,40614.232317,188433.038874693,6.72316217422485,NA
"AFG",2005,356932.052998,60291.825243,35474.218783,101500.374096,211479.441626,307884.813631,297817.355921339,196015.120953477,71040.0130909929,157240.63051329,247864.774501514,622545.553367004,25.654277,49.4945975,49.4945975,60291.825243,198475.534767064,7.0482063293457,NA
"AFG",2006,389523.460057,77223.209094,45312.34785,116460.808256,223397.064128,354705.069349,314254.145768161,193301.631271768,92575.8259914073,162265.628232771,251116.280474558,675855.936837708,26.433049,49.9253308333333,49.9253308333333,77223.209094,192223.347962089,7.22567558288574,NA
"AFG",2007,508524.973904,82437.546879,61720.465714,119936.52077,235921.415241,470250.593341,340973.487116178,195297.837659258,118738.053485382,163063.5475298,251451.624191266,828889.276072873,27.100536,49.9620177703972,49.9620177703972,82437.546879,196508.209577178,7.36490869522095,NA
"AFG",2008,570824.134155,81304.458205,68960.085524,132239.441511,209931.482592,514400.361283,351929.777378052,189730.204189627,129994.812403483,198256.135869237,251945.428627649,819729.844361707,27.722276,50.2496147435897,50.2496147435897,81304.458205,188200.955347678,7.48660039901733,NA
"AFG",2009,583317.558418,86503.582195,89649.387644,138995.414508,202071.469353,583525.091849,359555.069686124,248587.42075659,161071.792915805,259619.529123497,292428.220909773,908821.202463074,28.394813,50.325,50.325,86503.582195,265772.599171795,7.59870767593384,NA
"AFG",2010,655587.984138,98349.820407,133534.437114,124773.34845,237071.286937,682799.599547,476683.066296693,238739.820036002,181848.576700461,294021.147166507,344278.056545308,956531.949453252,29.185507,46.4524610013175,46.4524610013175,98349.820407,231689.464367391,7.79074335098267,NA
"AFG",2011,737071.839282,105486.700123,155153.058255,97985.04171,268830.09631,811093.070883,543522.184091431,213369.345503391,219989.095471628,335671.695029923,383864.634425005,1021217.35630377,30.117413,46.747007738581,46.747007738581,105486.700123,208686.079997009,8.14431953430176,NA
"AFG",2012,816116.258026,125055.011764,187723.600466,104652.633409,356736.498683,974457.337532,770115.388968666,218237.076077886,246028.378660094,296151.610125136,485933.314823493,1120307.90288917,31.161376,50.9214,50.9214,125055.011764,221283.7802196,8.56839370727539,NA
"AFG",2013,863705.158514,139102.236969,212590.134852,135975.242699,389097.664863,1086606.365475,962757.879253342,209524.073690769,258193.39232306,211070.183872054,534699.801837789,1194816.52132858,32.269589,55.3775,55.3775,139102.236969,206651.118260056,9.01714324951172,NA
"AFG",2014,873030.982152,145850.265635,237339.505614,158692.355774,363663.592717,1119228.845188,960889.277873261,166416.431227055,264933.726318804,266992.45592071,454448.957348523,1231538.06226768,33.370794,57.2475,57.2475,145850.265635,155575.980687151,9.49767303466797,NA
"AFG",2015,915785.675782,156782.573243,253694.065725,185697.766579,379659.950276,1144180.555796,985171.585169744,159783.933455147,277867.625067554,242357.853144158,440569.28062001,1214063.91626177,34.413603,61.1434615416667,61.1434615416667,156782.573243,161243.097501237,9.97704315185547,NA
"AFG",2016,974265.978461,153834.799058,281336.67153,211302.516126,396596.146093,1224143.830901,977115.517438247,160181.243930963,292203.571471544,208610.005767376,402735.301869011,1234102.51348506,35.383032,67.8660857692308,67.8660857692308,153834.799058,160181.253872393,10.4100885391235,NA
"AFG",2017,912819.663096,188478.227581,272352.927785,298663.492563,405447.463307,1266866.847719,912819.663096,188478.227581,272352.927785,298663.492563,405447.463307,1266866.847719,36.296113,68.0269040822312,68.0269040822312,188478.227581,188478.227581,10.8406772613525,NA
"AFG",2018,1154109.781994,200572.880564,252990.347805,220875.77731,531989.751337,1296559.024282,1160579.11269938,196971.945852525,246197.086210268,224950.975163829,543027.533132796,1286892.68771544,37.171921,72.083247177304,72.083247177304,200572.880564,196971.945852525,11.2773399353027,NA
"AFG",2019,1345235.092212,171113.069574,335480.244105,177019.026814,639161.375116,1389686.05759,1312844.39750675,162020.437813194,310187.930558983,177189.708462162,624343.592961592,1338721.7667919,38.041754,77.7379491783367,77.7379491783367,171113.069574,162020.474389228,11.6686267852783,NA
"AGO",1970,5.1e-05,2.7e-05,3.1e-05,3.9e-05,3.6e-05,0.000109,2859814.40533275,2033267.39886857,1200798.09954412,701707.738978395,1747928.21222402,4774976.54856555,5.890365,2.862511e-08,2.862511e-08,2.6e-05,1733296.30663161,3.6662073135376,NA
"AGO",1971,5.3e-05,2.8e-05,3.2e-05,4e-05,3.7e-05,0.000113,3032407.65433027,2153407.87984493,1270089.04473682,745260.649941815,1852980.89000801,5061475.02690503,6.040777,2.819112e-08,2.819112e-08,2.7e-05,1835711.99906406,3.7424840927124,NA
"AGO",1972,5.2e-05,2.7e-05,3.2e-05,3.9e-05,3.7e-05,0.000111,3037477.38251474,2165367.4429148,1274685.07984907,746895.037278476,1862107.9247733,5071598.28942468,6.248552,2.7052815e-08,2.7052815e-08,2.6e-05,1845907.35989306,3.85327124595642,NA
"AGO",1973,5.7e-05,3e-05,3.5e-05,4.4e-05,4.1e-05,0.000123,3284852.32941384,2343288.44614463,1382472.06401731,806634.644850535,2018519.81002001,5482397.75563734,6.496962,2.451462e-08,2.451462e-08,2.9e-05,1997579.32332067,3.98780703544617,NA
"AGO",1974,6.6e-05,3.5e-05,4.1e-05,5.1e-05,4.8e-05,0.000143,3373137.4204036,2414173.6003968,1437978.77016627,831586.736640546,2084343.16163658,5652351.81596909,6.76138,2.54076008333333e-08,2.54076008333333e-08,3.4e-05,2058006.70441946,4.13069629669189,NA
"AGO",1975,4.9e-05,2.6e-05,3e-05,3.7e-05,3.4e-05,0.000106,3225168.09019825,2266812.851172,1334629.53649453,784035.97078046,1933655.69156762,5369734.47352763,7.024,2.55521808333333e-08,2.55521808333333e-08,2.5e-05,1932386.31901845,4.27097415924072,NA
"AGO",1976,5.5e-05,2.8e-05,3.3e-05,4.2e-05,3.9e-05,0.000117,3054853.25990796,2156427.82215031,1263510.0284018,756829.326500882,1864499.06176421,5090508.08462489,7.279509,2.93836233333333e-08,2.93836233333333e-08,2.7e-05,1838286.64722754,4.40544080734253,NA
"AGO",1977,6e-05,3.2e-05,3.7e-05,4.6e-05,4.4e-05,0.00013,3068158.48443102,2229542.89551135,1300073.68237329,756405.124552412,1911427.71889644,5131231.9355223,7.533735,2.9918e-08,2.9918e-08,3.1e-05,1900614.77280793,4.5376672744751,NA
"AGO",1978,6.8e-05,3.6e-05,4.2e-05,5.1e-05,4.9e-05,0.000145,2917436.99654805,2088149.48148638,1245451.17264147,711590.436784436,1813831.97879003,4859276.68855681,7.790707,2.9918e-08,2.9918e-08,3.4e-05,1780081.32915459,4.67008113861084,NA
