"countrycode1","countrycode2","year","cor_exp"
"IRL","LUX",1975,0.795328062920167
"IRL","MEX",1975,0.523594608684767
"IRL","MWI",1975,0.195808760807353
"IRL","MYS",1975,0.542811460912374
"IRL","NLD",1975,0.756265922051594
"IRL","PAK",1975,0.17482857324098
"IRL","PHL",1975,0.176434926102303
"IRL","POL",1975,0.36047838114241
"IRL","ROU",1975,0.32239944929958
"IRL","SYR",1975,0.41497824344711
"IRL","THA",1975,0.225614150458022
"IRL","URY",1975,0.533385043604314
"IRL","USA",1975,0.697350335509314
"IRL","YUG",1975,0.563641338968062
"IRL","ZMB",1975,0.542835120307586
"IRN","AUT",1975,0.458104412414744
"IRN","BEL",1975,0.494415850453177
"IRN","BRA",1975,0.477685689884222
"IRN","COL",1975,0.257624832967483
"IRN","DEU",1975,0.416288182202312
"IRN","DNK",1975,0.454648163613566
"IRN","ESP",1975,0.278714941560341
"IRN","FRA",1975,0.545269939682378
"IRN","GBR",1975,0.560296672850556
"IRN","HUN",1975,0.455367236748447
"IRN","IND",1975,0.249565399706642
"IRN","IRL",1975,0.474785170891924
"IRN","IRN",1975,1
"IRN","ITA",1975,0.642202718429982
"IRN","JAM",1975,0.637714208426759
"IRN","JPN",1975,0.476791168732833
"IRN","KEN",1975,0.579827660275261
"IRN","KOR",1975,0.356747661325759
"IRN","LKA",1975,0.236724562549223
"IRN","LUX",1975,0.59091068797525
"IRN","MEX",1975,0.371070320443008
"IRN","MWI",1975,0.404681234302347
"IRN","MYS",1975,0.664014267785545
"IRN","NLD",1975,0.514598777646144
"IRN","PAK",1975,0.315762077084041
"IRN","PHL",1975,0.345843556902332
"IRN","POL",1975,0.29824798286635
"IRN","ROU",1975,0.217682222737264
"IRN","SYR",1975,0.741412827590346
"IRN","THA",1975,0.328589723575545
"IRN","URY",1975,0.453367752686832
"IRN","USA",1975,0.705983266698031
"IRN","YUG",1975,0.543954839762852
"IRN","ZMB",1975,0.804409058059738
"ITA","AUT",1975,0.784177940942851
"ITA","BEL",1975,0.822264446712695
"ITA","BRA",1975,0.698495635663324
"ITA","COL",1975,0.511218391258239
"ITA","DEU",1975,0.741502231555414
"ITA","DNK",1975,0.702491015522319
"ITA","ESP",1975,0.599842456140421
"ITA","FRA",1975,0.788287380587032
"ITA","GBR",1975,0.789686656068781
"ITA","HUN",1975,0.533798404521792
"ITA","IND",1975,0.124496306506629
"ITA","IRL",1975,0.745798027481172
"ITA","IRN",1975,0.642202718429982
"ITA","ITA",1975,1
