"countrycode","year","emp","avh","i_emp","yr_sch","source","labsh","i_labsh","i_labsh2","comp_sh","lab_sh1","lab_sh2","lab_sh3","lab_sh4","i_comp_sh","i_lab_sh1","i_lab_sh2","i_lab_sh3","i_lab_sh4"
"ABW",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABW",1970,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1971,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1972,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1973,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1974,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1975,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1976,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1977,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1978,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1979,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1980,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1981,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1982,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1983,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1984,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1985,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1986,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1987,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1988,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1989,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1990,NA,NA,NA,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1991,29219,NA,3,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1992,31226.24609375,NA,4,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1993,33576.8515625,NA,4,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1994,35940,NA,3,NA,NA,0.648357033729553,1,0,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,0,0,0,0,0
"ABW",1995,38095.7421875,NA,4,NA,NA,0.648357033729553,1,1,0.609778583049774,0.669280409812927,0.648357033729553,0.61732941865921,0.615011930465698,1,1,1,0,1
"ABW",1996,39933.7578125,NA,4,NA,NA,0.637259483337402,1,1,0.60035365819931,0.658267021179199,0.637259483337402,0.61732941865921,0.605374574661255,1,1,1,0,1
"ABW",1997,41501,NA,3,NA,NA,0.634907245635986,1,1,0.597382009029388,0.656485557556152,0.634907245635986,0.61732941865921,0.601886510848999,1,1,1,1,1
"ABW",1998,41681.25390625,NA,4,NA,NA,0.638231813907623,1,1,0.598110437393188,0.660973787307739,0.638231813907623,0.639788269996643,0.602242648601532,1,1,1,0,1
"ABW",1999,41785.93359375,NA,4,NA,NA,0.655210614204407,1,1,0.622979581356049,0.672171413898468,0.655210614204407,0.662247061729431,0.626939475536346,1,1,1,0,1
"ABW",2000,41918,NA,3,NA,NA,0.645106136798859,1,1,0.614206612110138,0.662104964256287,0.645106136798859,0.684705913066864,0.618427693843842,1,1,1,1,1
"ABW",2001,43504.48046875,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,1,0,0,0,1
"ABW",2002,45142.5546875,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2003,46776.34375,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2004,48289,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2005,49614.171875,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2006,50709.3203125,NA,4,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2007,51605,NA,3,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2008,50254.0703125,NA,6,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2009,48883.515625,NA,6,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2010,47564.43359375,NA,5,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2011,48763.45703125,NA,5,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2012,49013.83984375,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2013,49305.3125,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2014,49595.828125,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2015,49856.72265625,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2016,50086.5546875,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"ABW",2017,50297.75390625,NA,0,NA,NA,0.645106136798859,1,0,0.613171339035034,0.662104964256287,0.645106136798859,0.684705913066864,0.617316424846649,0,0,0,0,0
"AGO",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO",1970,3422886.25,NA,1,0.116149999201298,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1971,3456551.25,NA,1,0.134567603468895,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1972,3502419.75,NA,1,0.152985200285912,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1973,3563141.25,NA,1,0.171402797102928,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1974,3733875,NA,1,0.189820393919945,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1975,3958281.25,NA,1,0.208237990736961,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1976,4086774.75,NA,1,0.226655587553978,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1977,4111428.5,NA,1,0.245073199272156,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1978,4209530,NA,1,0.263490796089172,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1979,4290003,NA,1,0.281908392906189,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1980,4300709.5,NA,1,0.300325989723206,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1981,4429433.5,NA,1,0.366811782121658,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1982,4567909.5,NA,1,0.433297574520111,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1983,4658233.5,NA,1,0.499783396720886,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1984,4760062.5,NA,1,0.566269159317017,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1985,4893955,NA,1,0.632754981517792,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1986,5005365,NA,1,0.699240803718567,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1987,5132856,NA,1,0.765726566314697,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1988,5250641.5,NA,1,0.832212388515472,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1989,5386917.5,NA,1,0.898698151111603,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1990,5530128,NA,1,0.965183973312378,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1991,5660353.5,NA,1,1.06270158290863,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1992,5829227,NA,1,1.16021919250488,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1993,6004461.5,NA,1,1.25773680210114,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1994,6161880.5,NA,1,1.35525441169739,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1995,6308372,NA,1,1.45277190208435,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1996,6447864.5,NA,1,1.5502895116806,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1997,6605723.5,NA,1,1.64780712127686,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1998,6773012.5,NA,1,1.74532473087311,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",1999,6970297.5,NA,1,1.84284234046936,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",2000,7207794.5,NA,1,1.94035995006561,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",2001,7466684,NA,1,2.00650000572205,1,0.284878641366959,4,0,0.226379558444023,NA,NA,NA,0.284878641366959,0,NA,NA,NA,0
"AGO",2002,7729255.5,NA,1,2.07263994216919,1,0.284878641366959,4,1,0.226379558444023,NA,NA,NA,0.284878641366959,1,NA,NA,NA,1
"AGO",2003,8002744.5,NA,1,2.13877987861633,1,0.292056262493134,4,1,0.230379790067673,NA,NA,NA,0.292056262493134,1,NA,NA,NA,1
"AGO",2004,8254398.5,NA,1,2.20491981506348,1,0.27579453587532,4,1,0.214044213294983,NA,NA,NA,0.27579453587532,1,NA,NA,NA,1
"AGO",2005,8791112,NA,1,2.2710599899292,1,0.231410592794418,4,1,0.181405499577522,NA,NA,NA,0.231410592794418,1,NA,NA,NA,1
"AGO",2006,9355515,NA,1,2.33719992637634,1,0.23705318570137,4,1,0.185376778244972,NA,NA,NA,0.23705318570137,1,NA,NA,NA,1
"AGO",2007,9949316,NA,1,2.40333986282349,1,0.242809846997261,4,1,0.191282451152802,NA,NA,NA,0.242809846997261,1,NA,NA,NA,1
"AGO",2008,10578348,NA,1,2.46948003768921,1,0.255409955978394,4,1,0.20706570148468,NA,NA,NA,0.255409955978394,1,NA,NA,NA,1
"AGO",2009,11251055,NA,1,2.53561997413635,1,0.360357582569122,4,1,0.293925225734711,NA,NA,NA,0.360357582569122,1,NA,NA,NA,1
"AGO",2010,11950043,NA,1,2.6017599105835,1,0.300432324409485,4,1,0.238897532224655,NA,NA,NA,0.300432324409485,1,NA,NA,NA,1
"AGO",2011,12708905,NA,1,2.63886284828186,1,0.28713446855545,4,1,0.229226633906364,NA,NA,NA,0.28713446855545,1,NA,NA,NA,1
"AGO",2012,13146780,NA,1,2.67596578598022,1,0.281908363103867,4,1,0.222746014595032,NA,NA,NA,0.281908363103867,1,NA,NA,NA,1
"AGO",2013,13597975,NA,1,2.71306872367859,1,0.281047284603119,4,1,0.217655569314957,NA,NA,NA,0.281047284603119,1,NA,NA,NA,1
"AGO",2014,14067044,NA,1,2.75017166137695,1,0.288763582706451,4,1,0.213716506958008,NA,NA,NA,0.288763582706451,1,NA,NA,NA,1
"AGO",2015,14550281,NA,1,2.78727459907532,1,0.350047945976257,4,1,0.258562356233597,NA,NA,NA,0.350047945976257,1,NA,NA,NA,1
"AGO",2016,14960469,NA,1,2.82437753677368,1,0.342457354068756,4,1,0.243607640266418,NA,NA,NA,0.342457354068756,1,NA,NA,NA,1
"AGO",2017,15389316,NA,1,2.86148047447205,1,0.342457354068756,4,0,0.243607640266418,NA,NA,NA,0.342457354068756,0,NA,NA,NA,0
"AIA",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1974,1180,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1975,1273.81188964844,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1976,1368.08813476562,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1977,1462.31176757812,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1978,1556.09191894531,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1979,1646.04187011719,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1980,1732.22094726562,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1981,1806.96765136719,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1982,1877.48510742188,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1983,1950.23559570312,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1984,2041,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1985,2197.97119140625,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1986,2394.87426757812,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1987,2638.86743164062,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1988,2917.37426757812,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1989,3214.68579101562,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1990,3517.1162109375,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1991,3816.84350585938,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1992,4121,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1993,4402.0830078125,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1994,4685.53369140625,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1995,4974.73095703125,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1996,5267.81298828125,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1997,5563.259765625,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1998,5866.65576171875,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",1999,6178,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",2000,5915.3359375,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",2001,5644,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",2002,5496,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIA",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
