"COU","Country","FREQ","Frequency","SOURCE","Source","SERIES","Series","MEAS","Measure","_TIME_","Year","Value","Flag Codes","Flags"
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1966","1966",58.2915268456376,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1967","1967",57.6561604584527,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1968","1968",58.0493420348775,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1969","1969",57.5422872904732,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1970","1970",56.6895441237976,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1971","1971",55.2579214968477,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1972","1972",54.3063281095021,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1973","1973",52.7943441291679,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1974","1974",52.4178403755869,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1975","1975",52.5558690744921,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1976","1976",52.3523685677132,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1977","1977",51.7237192342753,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1978","1978",51.5389044816659,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1979","1979",51.4564259375843,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1980","1980",51.6550008946144,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1981","1981",51.8526616648803,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1982","1982",52.0609182935647,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1983","1983",52.0226387492,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1984","1984",51.9828129267182,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1985","1985",51.3143683354419,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1986","1986",50.9052650526505,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1987","1987",50.1074100719424,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1988","1988",49.075640113798,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1989","1989",48.0000348979236,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1990","1990",46.8377544935684,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1991","1991",45.50651992663,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1992","1992",44.5223213554883,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1993","1993",44.037737704918,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1994","1994",41.5019653903375,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1995","1995",41.0852574653186,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1996","1996",40.1216305893506,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1997","1997",38.8973678007386,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1998","1998",38.3569477154969,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1999","1999",37.8826680450156,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2000","2000",36.9373673019618,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2001","2001",36.2319230145178,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2002","2002",36.0466644403715,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2003","2003",34.6035230618996,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2004","2004",34.8025698974837,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2005","2005",33.7884577343301,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2006","2006",31.5531198556771,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2007","2007",30.4104242827074,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2008","2008",29.6047267933712,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2009","2009",29.3357602647562,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2010","2010",28.8763948094736,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2011","2011",28.3176713371807,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2012","2012",27.9746264871833,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2013","2013",27.7673457210448,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2014","2014",27.7321523515589,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2015","2015",27.3740885299317,,
"AUT","Austria","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2016","2016",26.9252135097124,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2003","2003",86.4644970414201,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2004","2004",84.0655249441549,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2005","2005",84.1269841269841,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",85.2005532503458,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",84.9019607843137,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",84.6645367412141,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",84.9120433017591,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",85.1573187414501,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2011","2011",84.9829351535836,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2012","2012",85.3378378378378,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2013","2013",88.8743455497382,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2014","2014",90.3536977491961,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2015","2015",91.6201117318436,,
"ISL","Iceland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2016","2016",90.4052443384982,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1991","1991",66.4864864864865,"E","Estimated value"
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1992","1992",60,"E","Estimated value"
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1993","1993",58.030303030303,"E","Estimated value"
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1994","1994",60.2373887240356,"E","Estimated value"
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1995","1995",50.4774897680764,"E","Estimated value"
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1996","1996",48.7569060773481,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1997","1997",44.071064591654,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1998","1998",42.6929392446634,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1999","1999",40.2210096434332,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2000","2000",41.3985271677835,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2001","2001",40.755762192106,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2002","2002",45.0641674558338,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2003","2003",43.6302433972035,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2004","2004",40.1480459193275,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2005","2005",37.123257907316,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2006","2006",31.4266194646295,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2007","2007",28.9715113471753,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2008","2008",26.6004092370652,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2009","2009",26.2877658441598,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2010","2010",25.0352057580973,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2011","2011",23.12955764721,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2012","2012",21.978021978022,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2013","2013",21.2617521012591,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2014","2014",20.103869994974,,
"SVN","Slovenia","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2015","2015",19.5854414884936,,
"HUN","Hungary","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2004","2004",16.7724157990906,,
"HUN","Hungary","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",11.9304114939108,,
"HUN","Hungary","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2015","2015",9.04182934612276,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1987","1987",82.468070990214,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1988","1988",81.5584133112205,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1989","1989",80.8051780630607,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1990","1990",80.097654176839,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1991","1991",80.099044732498,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1992","1992",83.0410357315995,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1993","1993",83.8357001068865,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1994","1994",83.6728395061728,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1995","1995",83.0883919062833,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1996","1996",82.7050456335277,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1997","1997",82.122200344573,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1998","1998",81.1869221006829,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1999","1999",80.5712427190207,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2000","2000",79.001144134316,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2001","2001",77.477942314638,"B","Break"
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2002","2002",77.3962399835628,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2003","2003",77.4919779232448,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2004","2004",76.4432950483,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2005","2005",75.6591300769092,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",74.2377509227891,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",70.7796526665846,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",68.3102870057596,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",68.4180397232316,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",68.2198445994588,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2011","2011",67.4968025290186,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2012","2012",67.5059348248327,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2013","2013",67.7325028527957,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2014","2014",67.2641443294151,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2015","2015",66.9599871000438,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2016","2016",66.729268016744,,
"SWE","Sweden","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2017","2017",66.0569509797424,,
"ESP","Spain","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",19.5409062209922,,
"ESP","Spain","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",18.0951774456851,,
"ESP","Spain","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",19.8345677725947,,
"ESP","Spain","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",19.89063,,
"ESP","Spain","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",18.8541368126756,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1986","1986",13.5804675010324,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1987","1987",14.2094371676672,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1988","1988",14.1778529770684,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1989","1989",15.6140072717314,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1990","1990",18.2039391725691,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1991","1991",20.0662129347789,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1992","1992",19.5216754483179,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1993","1993",17.3419596274806,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1994","1994",16.894095444846,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1995","1995",15.6093783894526,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1997","1997",14.2590707171825,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1998","1998",13.9639192102235,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","1999","1999",13.2027953701873,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2000","2000",13.2441563736643,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2001","2001",12.9202690995862,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2002","2002",13.18017121577,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2003","2003",13.8442571726069,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2004","2004",13.6380923913677,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2005","2005",13.1680678188595,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2006","2006",13.3175885363894,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2007","2007",13.6088040909564,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2008","2008",14.80413363729,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2009","2009",15.734491411538,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2010","2010",14.607815761672,"B","Break"
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2011","2011",14.4894388201475,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2012","2012",15.1387130389667,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2013","2013",14.8306867647083,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2014","2014",15.2503186865057,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2015","2015",16.1015482665503,,
"CHL","Chile","A","Annual","ADM","Administrative data","TUD","Trade union  density","PCT","Percentage","2016","2016",17.6960481856139,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1984","1984",28.5300223961612,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1989","1989",25.7881490163473,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1992","1992",25.575589066918,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1994","1994",20.6547033364378,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1996","1996",17.8066999126757,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1998","1998",17.0061457851583,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2000","2000",16.9002162049405,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2002","2002",17.1688754906331,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2005","2005",16.409550987034,"B","Break"
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",15.8715456079019,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",16.2733798034554,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",15.1197419863069,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",14.6769458512617,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",14.3763246315179,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2011","2011",14.4957927657761,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2012","2012",13.6179317434084,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2013","2013",13.622012514073,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2014","2014",13.5319845294802,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2015","2015",12.9618012042445,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2016","2016",12.5253074867449,,
"MEX","Mexico","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2017","2017",12.4695713129408,,
"LUX","Luxembourg","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",39.9530864197531,,
"LUX","Luxembourg","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2011","2011",36.5679493424257,,
"LUX","Luxembourg","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2012","2012",35.1871508379888,,
"LUX","Luxembourg","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2013","2013",33.9668049792531,,
"LUX","Luxembourg","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2014","2014",36.349419124218,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1976","1976",51,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1982","1982",49,"B","Break"
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1986","1986",45.6399338424183,"B","Break"
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1988","1988",41.5591864828988,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1990","1990",40.5083467121696,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1992","1992",39.6032625038208,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1993","1993",37.5888801299037,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1994","1994",34.9905773872009,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1995","1995",32.7190220841037,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1996","1996",31.0713627098736,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1997","1997",30.2679175373211,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1998","1998",28.1234350037713,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1999","1999",25.7145255734888,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2000","2000",24.7122639056723,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2001","2001",24.4805897983025,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2002","2002",23.131899415146,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2003","2003",23.0326623274261,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2004","2004",22.6957300010196,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2005","2005",22.4231647807626,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",20.3485385121159,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",18.8715347305656,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",18.9130656824834,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",19.6723947557433,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2010","2010",18.2895140664962,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2011","2011",18.3587495997438,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2012","2012",18.190444185265,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2013","2013",17.0356289905932,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2014","2014",15.110606483397,,
"AUS","Australia","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2016","2016",14.5464118161391,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1994","1994",45.8095238095238,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1995","1995",44.7257806244996,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1996","1996",44.4887496439761,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","1997","1997",42.3456339057362,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2001","2001",38.046802759798,"B","Break"
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2002","2002",36.0605851027042,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2003","2003",37.6253047954484,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2004","2004",34.5962444429699,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2005","2005",33.2138590203106,"B","Break"
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2006","2006",31.8360471645143,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2007","2007",30.3225806451613,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2008","2008",30.7485191168551,,
"IRL","Ireland","A","Annual","SVY","Survey data","TUD","Trade union  density","PCT","Percentage","2009","2009",31.7640047675804,,
